iter	Passed	Remaining
794	1253	156359
795	1257	156685
796	1258	156640
797	1259	156624
798	1261	156602
799	1262	156564
800	1263	156536
801	1265	156496
802	1266	156462
803	1267	156437
804	1269	156395
805	1270	156356
806	1271	156321
807	1273	156311
808	1274	156296
809	1275	156253
810	1277	156210
811	1278	156180
812	1280	156200
813	1281	156175
814	1282	156137
815	1284	156130
816	1285	156107
817	1287	156077
818	1288	156093
819	1290	156077
820	1291	156055
821	1293	156041
822	1294	156043
823	1296	155999
824	1297	155958
825	1298	155908
826	1300	155940
827	1301	155910
828	1303	155911
829	1304	155878
830	1305	155840
831	1307	155813
832	1308	155787
833	1310	155866
834	1312	155830
835	1313	155802
836	1314	155765
837	1316	155771
838	1317	155761
839	1319	155740
840	1320	155702
841	1321	155670
842	1323	155659
843	1324	155655
844	1326	155625
845	1328	155745
846	1330	155727
847	1332	155757
848	1333	155720
849	1334	155722
850	1336	155759
851	1338	155749
852	1340	155755
853	1341	155730
854	1343	155739
855	1344	155711
856	1345	155676
857	1346	155638
858	1349	155709
859	1350	155737
860	1352	155723
861	1354	155760
862	1359	156152
863	1360	156121
864	1362	156101
865	1363	156068
866	1365	156118
867	1367	156151
868	1368	156130
869	1370	156194
870	1372	156167
871	1374	156212
872	1375	156185
873	1376	156164
874	1378	156138
875	1379	156130
876	1382	156214
877	1383	156185
878	1385	156231
879	1387	156263
880	1389	156341
881	1390	156304
882	1392	156273
883	1393	156250
884	1394	156230
885	1397	156289
886	1398	156262
887	1400	156269
888	1401	156234
889	1402	156198
890	1404	156213
891	1405	156205
892	1407	156165
893	1408	156111
894	1409	156074
895	1410	156054
896	1413	156150
897	1414	156132
898	1416	156095
899	1417	156116
900	1420	156199
901	1421	156197
902	1423	156189
903	1424	156167
904	1425	156141
905	1428	156213
906	1429	156178
907	1432	156316
908	1433	156318
909	1435	156323
910	1437	156319
911	1438	156296
912	1439	156281
913	1441	156234
914	1443	156276
915	1445	156312
916	1446	156291
917	1447	156241
918	1448	156216
919	1451	156267
920	1452	156245
921	1453	156223
922	1455	156192
923	1456	156159
924	1458	156231
925	1460	156224
926	1461	156207
927	1462	156185
928	1464	156162
929	1466	156182
930	1467	156175
931	1469	156170
932	1470	156135
933	1471	156100
934	1473	156078
935	1474	156049
936	1476	156145
937	1478	156131
938	1479	156107
939	1481	156139
940	1483	156128
941	1484	156111
942	1485	156092
943	1487	156066
944	1489	156090
945	1490	156066
946	1491	156055
947	1493	156042
948	1494	156029
949	1496	156011
950	1497	155999
951	1499	155974
952	1500	155946
953	1501	155926
954	1503	155903
955	1505	155934
956	1506	155899
957	1507	155877
958	1509	155934
959	1511	155908
960	1512	155875
961	1514	155931
962	1515	155907
963	1517	155869
964	1518	155850
965	1521	155982
966	1523	155983
967	1525	156036
968	1526	156018
969	1528	155998
970	1529	155993
971	1530	155957
972	1532	155930
973	1533	155908
974	1534	155890
975	1537	156025
976	1539	156012
977	1541	156116
978	1543	156089
979	1545	156144
980	1546	156111
981	1547	156083
982	1549	156066
983	1551	156082
984	1552	156064
985	1553	156035
986	1555	156002
987	1556	156025
988	1558	156026
989	1559	156015
990	1561	155989
991	1562	155952
992	1563	155921
993	1565	155892
994	1566	155866
995	1567	155834
996	1569	155814
997	1570	155788
998	1572	155790
999	1573	155782
1000	1575	155775
1001	1576	155740
1002	1577	155714
1003	1579	155701
1004	1580	155687
1005	1582	155686
1006	1583	155668
1007	1585	155755
1008	1587	155718
1009	1589	155795
1010	1592	155957
1011	1595	156017
1012	1596	156048
1013	1598	156056
1014	1599	156026
1015	1601	155987
1016	1602	155955
1017	1604	155982
1018	1605	155977
1019	1607	155987
1020	1608	155967
1021	1610	155931
1022	1611	155963
1023	1614	156026
1024	1615	156025
1025	1617	156005
1026	1618	155998
1027	1620	155997
1028	1622	156020
1029	1623	156002
1030	1624	155975
1031	1626	155961
1032	1627	155945
1033	1629	155983
1034	1630	155952
1035	1632	155932
1036	1633	155909
1037	1635	155884
1038	1637	155989
1039	1639	155963
1040	1640	155938
1041	1642	155940
1042	1643	155921
1043	1645	155924
1044	1646	155907
1045	1647	155882
1046	1649	155852
1047	1650	155834
1048	1651	155812
1049	1653	155834
1050	1654	155810
1051	1656	155780
1052	1657	155777
1053	1659	155747
1054	1660	155778
1055	1662	155772
1056	1664	155767
1057	1665	155748
1058	1666	155723
1059	1668	155744
1060	1670	155736
1061	1671	155703
1062	1673	155794
1063	1675	155785
1064	1676	155769
1065	1678	155741
1066	1679	155721
1067	1680	155691
1068	1682	155668
1069	1683	155667
1070	1685	155654
1071	1686	155638
1072	1688	155636
1073	1689	155598
1074	1690	155584
1075	1692	155563
1076	1693	155545
1077	1694	155527
1078	1696	155503
1079	1697	155488
1080	1699	155471
1081	1700	155494
1082	1702	155503
1083	1704	155550
1084	1705	155516
1085	1707	155491
1086	1708	155475
1087	1709	155449
1088	1711	155431
1089	1712	155435
1090	1714	155412
1091	1715	155391
1092	1717	155383
1093	1719	155496
1094	1721	155465
1095	1722	155435
1096	1723	155423
1097	1725	155400
1098	1726	155370
1099	1727	155340
1100	1729	155310
1101	1730	155286
1102	1731	155263
1103	1734	155339
1104	1736	155386
1105	1737	155379
1106	1739	155399
1107	1741	155400
1108	1742	155386
1109	1744	155440
1110	1746	155429
1111	1747	155429
1112	1749	155463
1113	1751	155438
1114	1752	155465
1115	1754	155450
1116	1755	155423
1117	1757	155404
1118	1758	155431
1119	1760	155419
1120	1761	155397
1121	1763	155379
1122	1765	155479
1123	1767	155477
1124	1769	155483
1125	1770	155447
1126	1771	155414
1127	1773	155427
1128	1774	155403
1129	1775	155387
1130	1777	155373
1131	1778	155346
1132	1780	155386
1133	1782	155389
1134	1783	155366
1135	1785	155351
1136	1786	155356
1137	1788	155392
1138	1790	155403
1139	1791	155389
1140	1792	155348
1141	1794	155358
1142	1796	155410
1143	1798	155438
1144	1800	155434
1145	1801	155402
1146	1802	155374
1147	1804	155368
1148	1805	155339
1149	1806	155310
1150	1808	155290
1151	1809	155274
1152	1810	155244
1153	1812	155259
1154	1813	155240
1155	1815	155229
1156	1816	155198
1157	1818	155177
1158	1819	155202
1159	1821	155202
1160	1822	155188
1161	1824	155224
1162	1826	155201
1163	1827	155180
1164	1829	155221
1165	1830	155191
1166	1832	155190
1167	1833	155160
1168	1835	155198
1169	1837	155197
1170	1838	155185
1171	1840	155175
1172	1841	155160
1173	1843	155221
1174	1845	155235
1175	1847	155226
1176	1848	155235
1177	1851	155286
1178	1852	155270
1179	1853	155253
1180	1855	155248
1181	1856	155227
1182	1858	155250
1183	1860	155279
1184	1861	155258
1185	1863	155238
1186	1864	155204
1187	1866	155272
1188	1868	155254
1189	1869	155270
1190	1871	155239
1191	1872	155205
1192	1873	155202
1193	1875	155187
1194	1877	155273
1195	1879	155269
1196	1880	155247
1197	1882	155216
1198	1883	155188
1199	1884	155181
1200	1885	155148
1201	1887	155141
1202	1889	155171
1203	1890	155160
1204	1892	155187
1205	1894	155185
1206	1895	155151
1207	1897	155199
1208	1899	155221
1209	1901	155207
1210	1902	155184
1211	1903	155188
1212	1905	155169
1213	1906	155154
1214	1908	155169
1215	1909	155146
1216	1911	155125
1217	1912	155105
1218	1913	155096
1219	1915	155083
1220	1916	155065
1221	1918	155061
1222	1920	155137
1223	1922	155111
1224	1923	155090
1225	1924	155088
1226	1926	155083
1227	1927	155067
1228	1929	155077
1229	1931	155118
1230	1933	155158
1231	1935	155142
1232	1936	155114
1233	1937	155102
1234	1939	155082
1235	1940	155084
1236	1942	155062
1237	1943	155043
1238	1944	155016
1239	1946	155000
1240	1947	154991
1241	1948	154963
1242	1950	154938
1243	1951	154909
1244	1952	154883
1245	1953	154857
1246	1955	154839
1247	1956	154845
1248	1958	154862
1249	1960	154892
1250	1962	154872
1251	1963	154877
1252	1966	154964
1253	1967	154967
1254	1971	155081
1255	1973	155138
1256	1975	155168
1257	1976	155173
1258	1978	155161
1259	1979	155148
1260	1981	155138
1261	1982	155147
1262	1984	155126
1263	1985	155095
1264	1987	155094
1265	1989	155126
1266	1990	155109
1267	1991	155091
1268	1993	155067
1269	1994	155049
1270	1996	155060
1271	1997	155077
1272	1999	155072
1273	2000	155049
1274	2002	155036
1275	2003	155038
1276	2005	155050
1277	2007	155035
1278	2008	155015
1279	2009	154996
1280	2011	154979
1281	2012	154966
1282	2013	154948
1283	2015	154955
1284	2016	154940
1285	2019	154997
1286	2020	155001
1287	2022	155014
1288	2023	154991
1289	2025	154967
1290	2026	154945
1291	2027	154923
1292	2029	154904
1293	2030	154880
1294	2032	154880
1295	2033	154866
1296	2034	154861
1297	2036	154858
1298	2037	154851
1299	2039	154818
1300	2041	154880
1301	2043	154925
1302	2045	154912
1303	2047	154957
1304	2049	155036
1305	2056	155374
1306	2057	155357
1307	2058	155321
1308	2059	155302
1309	2061	155294
1310	2062	155276
1311	2064	155296
1312	2066	155351
1313	2069	155408
1314	2071	155468
1315	2074	155528
1316	2076	155555
1317	2077	155532
1318	2078	155524
1319	2080	155514
1320	2081	155488
1321	2083	155489
1322	2084	155509
1323	2086	155498
1324	2087	155481
1325	2089	155456
1326	2090	155467
1327	2092	155466
1328	2093	155444
1329	2095	155433
1330	2096	155414
1331	2098	155421
1332	2099	155428
1333	2101	155437
1334	2103	155476
1335	2105	155487
1336	2107	155513
1337	2108	155494
1338	2110	155501
1339	2112	155513
1340	2113	155501
1341	2115	155490
1342	2116	155492
1343	2118	155477
1344	2119	155457
1345	2120	155449
1346	2122	155467
1347	2123	155439
1348	2125	155460
1349	2127	155456
1350	2128	155446
1351	2130	155463
1352	2132	155450
1353	2133	155442
1354	2134	155419
1355	2136	155414
1356	2137	155388
1357	2139	155375
1358	2140	155396
1359	2142	155414
1360	2144	155389
1361	2145	155371
1362	2146	155359
1363	2148	155332
1364	2149	155346
1365	2151	155335
1366	2153	155360
1367	2154	155359
1368	2157	155470
1369	2159	155484
1370	2161	155521
1371	2163	155504
1372	2164	155504
1373	2166	155500
1374	2168	155519
1375	2169	155496
1376	2170	155472
1377	2171	155443
1378	2173	155425
1379	2174	155403
1380	2176	155429
1381	2177	155408
1382	2179	155384
1383	2180	155398
1384	2182	155387
1385	2184	155437
1386	2185	155414
1387	2187	155398
1388	2188	155378
1389	2189	155358
1390	2191	155334
1391	2192	155341
1392	2194	155312
1393	2195	155293
1394	2196	155280
1395	2199	155323
1396	2200	155307
1397	2201	155289
1398	2203	155276
1399	2204	155242
1400	2205	155230
1401	2207	155221
1402	2208	155201
1403	2209	155187
1404	2211	155171
1405	2214	155256
1406	2215	155269
1407	2217	155270
1408	2221	155427
1409	2222	155435
1410	2224	155436
1411	2225	155403
1412	2227	155380
1413	2228	155363
1414	2230	155370
1415	2231	155352
1416	2232	155341
1417	2234	155329
1418	2235	155297
1419	2236	155274
1420	2237	155253
1421	2239	155231
1422	2240	155216
1423	2242	155203
1424	2243	155182
1425	2245	155224
1426	2246	155213
1427	2248	155198
1428	2249	155173
1429	2250	155149
1430	2252	155127
1431	2253	155105
1432	2254	155083
1433	2255	155061
1434	2257	155042
1435	2258	155022
1436	2259	154999
1437	2261	155013
1438	2263	155036
1439	2264	155023
1440	2266	155005
1441	2267	154998
1442	2268	154972
1443	2270	154960
1444	2271	154942
1445	2273	154925
1446	2274	154908
1447	2275	154905
1448	2277	154914
1449	2278	154890
1450	2280	154879
1451	2281	154859
1452	2283	154854
1453	2284	154831
1454	2285	154815
1455	2287	154800
1456	2288	154782
1457	2289	154768
1458	2291	154750
1459	2293	154763
1460	2294	154750
1461	2295	154742
1462	2297	154732
1463	2298	154716
1464	2300	154700
1465	2301	154689
1466	2302	154664
1467	2304	154653
1468	2305	154655
1469	2307	154640
1470	2308	154646
1471	2310	154633
1472	2311	154615
1473	2312	154590
1474	2315	154642
1475	2316	154614
1476	2317	154589
1477	2318	154565
1478	2320	154555
1479	2321	154557
1480	2323	154541
1481	2324	154523
1482	2326	154571
1483	2328	154590
1484	2330	154588
1485	2332	154619
1486	2336	154793
1487	2338	154798
1488	2339	154773
1489	2340	154768
1490	2342	154761
1491	2343	154751
1492	2345	154752
1493	2346	154743
1494	2348	154730
1495	2350	154768
1496	2352	154799
1497	2353	154786
1498	2357	154888
1499	2358	154879
1500	2360	154872
1501	2361	154861
1502	2362	154846
1503	2364	154822
1504	2365	154799
1505	2375	155376
1506	2377	155414
1507	2380	155445
1508	2382	155482
1509	2383	155486
1510	2385	155505
1511	2387	155501
1512	2389	155526
1513	2391	155551
1514	2392	155550
1515	2394	155530
1516	2396	155563
1517	2398	155592
1518	2400	155621
1519	2402	155659
1520	2404	155665
1521	2406	155696
1522	2407	155689
1523	2409	155680
1524	2410	155671
1525	2412	155667
1526	2413	155650
1527	2415	155654
1528	2416	155657
1529	2418	155649
1530	2419	155644
1531	2421	155664
1532	2423	155639
1533	2424	155625
1534	2426	155621
1535	2427	155610
1536	2428	155601
1537	2430	155610
1538	2431	155592
1539	2433	155605
1540	2435	155620
1541	2437	155614
1542	2438	155601
1543	2440	155609
1544	2441	155612
1545	2443	155641
1546	2445	155650
1547	2447	155647
1548	2448	155652
1549	2450	155636
1550	2452	155644
1551	2453	155656
1552	2455	155634
1553	2456	155631
1554	2457	155608
1555	2459	155614
1556	2461	155601
1557	2462	155580
1558	2463	155567
1559	2465	155559
1560	2466	155545
1561	2468	155545
1562	2470	155589
1563	2472	155584
1564	2474	155635
1565	2475	155620
1566	2477	155603
1567	2478	155607
1568	2480	155605
1569	2481	155587
1570	2483	155608
1571	2485	155616
1572	2489	155758
1573	2490	155745
1574	2492	155756
1575	2494	155755
1576	2495	155763
1577	2497	155757
1578	2498	155737
1579	2499	155709
1580	2501	155729
1581	2503	155766
1582	2505	155755
1583	2506	155738
1584	2507	155718
1585	2509	155695
1586	2510	155681
1587	2511	155664
1588	2514	155705
1589	2515	155686
1590	2517	155700
1591	2518	155686
1592	2520	155680
1593	2521	155665
1594	2522	155651
1595	2524	155642
1596	2525	155638
1597	2527	155629
1598	2528	155622
1599	2530	155645
1600	2532	155644
1601	2534	155658
1602	2535	155651
1603	2537	155673
1604	2538	155653
1605	2540	155650
1606	2542	155650
1607	2544	155670
1608	2545	155652
1609	2547	155665
1610	2548	155668
1611	2550	155693
1612	2552	155702
1613	2553	155681
1614	2555	155683
1615	2557	155698
1616	2559	155698
1617	2560	155687
1618	2562	155691
1619	2563	155687
1620	2565	155724
1621	2568	155808
1622	2573	155979
1623	2574	155969
1624	2576	155970
1625	2578	155994
1626	2579	155975
1627	2581	155965
1628	2583	155988
1629	2584	155989
1630	2586	155986
1631	2588	155993
1632	2589	156001
1633	2591	156022
1634	2593	156040
1635	2595	156033
1636	2596	156026
1637	2598	156020
1638	2600	156062
1639	2603	156137
1640	2604	156117
1641	2606	156112
1642	2607	156100
1643	2608	156080
1644	2610	156066
1645	2611	156055
1646	2613	156062
1647	2614	156045
1648	2616	156033
1649	2617	156013
1650	2618	156005
1651	2620	156015
1652	2621	155998
1653	2623	155981
1654	2624	155968
1655	2626	155951
1656	2627	155924
1657	2628	155907
1658	2629	155897
1659	2631	155879
1660	2632	155854
1661	2633	155847
1662	2636	155910
1663	2638	155905
1664	2639	155893
1665	2640	155879
1666	2642	155877
1667	2643	155865
1668	2645	155866
1669	2646	155847
1670	2648	155827
1671	2649	155810
1672	2651	155819
1673	2652	155795
1674	2653	155777
1675	2655	155765
1676	2656	155754
1677	2657	155736
1678	2659	155722
1679	2660	155712
1680	2661	155693
1681	2663	155666
1682	2664	155642
1683	2665	155631
1684	2667	155613
1685	2668	155599
1686	2669	155578
1687	2671	155568
1688	2672	155547
1689	2673	155537
1690	2675	155518
1691	2676	155511
1692	2677	155500
1693	2679	155490
1694	2680	155476
1695	2682	155460
1696	2683	155435
1697	2684	155421
1698	2686	155410
1699	2687	155387
1700	2688	155367
1701	2689	155346
1702	2691	155332
1703	2692	155338
1704	2694	155314
1705	2695	155300
1706	2696	155287
1707	2697	155263
1708	2699	155245
1709	2700	155232
1710	2702	155222
1711	2703	155215
1712	2704	155200
1713	2706	155185
1714	2707	155166
1715	2709	155193
1716	2711	155185
1717	2712	155202
1718	2715	155242
1719	2716	155231
1720	2718	155221
1721	2719	155211
1722	2720	155196
1723	2722	155186
1724	2723	155179
1725	2726	155216
1726	2727	155198
1727	2728	155182
1728	2730	155166
1729	2731	155152
1730	2732	155135
1731	2734	155123
1732	2735	155103
1733	2736	155084
1734	2737	155063
