iter	Passed	Remaining
1735	2739	155059
1736	2740	155041
1737	2742	155027
1738	2743	155014
1739	2744	155005
1740	2746	154985
1741	2747	154969
1742	2748	154956
1743	2750	154948
1744	2751	154935
1745	2753	154922
1746	2754	154911
1747	2755	154899
1748	2757	154923
1749	2759	154902
1750	2760	154886
1751	2761	154877
1752	2763	154862
1753	2764	154848
1754	2765	154832
1755	2767	154819
1756	2768	154800
1757	2770	154801
1758	2771	154793
1759	2772	154775
1760	2774	154758
1761	2775	154737
1762	2776	154724
1763	2777	154702
1764	2779	154690
1765	2780	154676
1766	2781	154658
1767	2783	154643
1768	2785	154656
1769	2786	154646
1770	2787	154627
1771	2789	154654
1772	2791	154636
1773	2792	154615
1774	2793	154596
1775	2794	154575
1776	2796	154567
1777	2797	154556
1778	2799	154542
1779	2800	154522
1780	2801	154509
1781	2803	154499
1782	2804	154479
1783	2805	154472
1784	2807	154454
1785	2808	154433
1786	2809	154416
1787	2810	154391
1788	2812	154379
1789	2813	154375
1790	2815	154360
1791	2816	154342
1792	2817	154333
1793	2818	154311
1794	2820	154295
1795	2822	154307
1796	2823	154296
1797	2824	154275
1798	2826	154272
1799	2827	154250
1800	2828	154244
1801	2830	154233
1802	2831	154225
1803	2832	154206
1804	2834	154189
1805	2835	154176
1806	2837	154164
1807	2838	154149
1808	2839	154131
1809	2841	154123
1810	2842	154107
1811	2844	154141
1812	2845	154122
1813	2847	154104
1814	2848	154095
1815	2849	154084
1816	2851	154063
1817	2852	154049
1818	2853	154034
1819	2855	154016
1820	2856	154006
1821	2857	153988
1822	2859	153975
1823	2860	153957
1824	2861	153936
1825	2863	153932
1826	2864	153912
1827	2865	153902
1828	2867	153889
1829	2868	153875
1830	2869	153862
1831	2870	153840
1832	2872	153843
1833	2873	153822
1834	2875	153814
1835	2876	153802
1836	2877	153790
1837	2879	153769
1838	2880	153756
1839	2881	153734
1840	2882	153712
1841	2884	153700
1842	2886	153718
1843	2888	153755
1844	2889	153747
1845	2891	153730
1846	2892	153715
1847	2893	153698
1848	2895	153683
1849	2896	153673
1850	2897	153655
1851	2899	153647
1852	2900	153638
1853	2902	153664
1854	2903	153642
1855	2905	153625
1856	2906	153616
1857	2907	153595
1858	2909	153575
1859	2910	153566
1860	2911	153557
1861	2913	153545
1862	2914	153525
1863	2915	153509
1864	2918	153585
1865	2920	153606
1866	2922	153616
1867	2924	153609
1868	2925	153605
1869	2926	153591
1870	2928	153577
1871	2929	153569
1872	2931	153559
1873	2932	153552
1874	2934	153553
1875	2935	153541
1876	2936	153530
1877	2938	153511
1878	2939	153495
1879	2940	153482
1880	2941	153459
1881	2943	153446
1882	2944	153434
1883	2945	153414
1884	2947	153409
1885	2949	153445
1886	2951	153440
1887	2952	153423
1888	2953	153403
1889	2954	153381
1890	2956	153371
1891	2957	153364
1892	2958	153351
1893	2960	153330
1894	2961	153305
1895	2962	153298
1896	2964	153291
1897	2965	153282
1898	2966	153266
1899	2968	153262
1900	2969	153240
1901	2971	153235
1902	2972	153225
1903	2973	153205
1904	2975	153194
1905	2976	153177
1906	2977	153164
1907	2978	153148
1908	2980	153134
1909	2981	153129
1910	2983	153120
1911	2984	153111
1912	2985	153100
1913	2987	153084
1914	2988	153075
1915	2989	153064
1916	2991	153046
1917	2992	153046
1918	2994	153031
1919	2995	153025
1920	2997	153018
1921	2998	153010
1922	2999	153005
1923	3001	152991
1924	3002	152978
1925	3003	152965
1926	3005	152948
1927	3006	152935
1928	3008	152934
1929	3009	152922
1930	3010	152905
1931	3011	152888
1932	3013	152890
1933	3014	152872
1934	3016	152858
1935	3017	152840
1936	3018	152830
1937	3020	152812
1938	3021	152806
1939	3022	152797
1940	3024	152821
1941	3026	152814
1942	3027	152804
1943	3029	152792
1944	3030	152774
1945	3031	152767
1946	3033	152746
1947	3034	152730
1948	3035	152715
1949	3036	152704
1950	3038	152684
1951	3039	152680
1952	3040	152663
1953	3042	152648
1954	3043	152631
1955	3044	152620
1956	3046	152631
1957	3048	152628
1958	3049	152620
1959	3050	152603
1960	3052	152593
1961	3053	152578
1962	3055	152583
1963	3056	152592
1964	3058	152593
1965	3059	152572
1966	3061	152579
1967	3063	152606
1968	3064	152590
1969	3066	152584
1970	3067	152575
1971	3069	152574
1972	3071	152605
1973	3073	152641
1974	3075	152632
1975	3076	152621
1976	3078	152619
1977	3079	152602
1978	3080	152587
1979	3081	152567
1980	3083	152549
1981	3084	152560
1982	3086	152547
1983	3088	152561
1984	3089	152562
1985	3091	152591
1986	3094	152635
1987	3095	152631
1988	3097	152615
1989	3098	152598
1990	3099	152579
1991	3100	152565
1992	3102	152551
1993	3103	152542
1994	3104	152531
1995	3106	152513
1996	3107	152503
1997	3109	152499
1998	3111	152526
1999	3112	152532
2000	3115	152561
2001	3116	152561
2002	3118	152550
2003	3119	152545
2004	3120	152534
2005	3122	152524
2006	3123	152511
2007	3124	152494
2008	3126	152513
2009	3128	152534
2010	3130	152528
2011	3131	152514
2012	3133	152506
2013	3134	152499
2014	3135	152478
2015	3137	152472
2016	3138	152453
2017	3139	152435
2018	3140	152421
2019	3142	152415
2020	3143	152418
2021	3145	152401
2022	3146	152390
2023	3147	152378
2024	3149	152369
2025	3150	152355
2026	3151	152343
2027	3153	152336
2028	3154	152324
2029	3156	152312
2030	3157	152311
2031	3158	152298
2032	3160	152285
2033	3161	152269
2034	3162	152251
2035	3163	152233
2036	3165	152226
2037	3166	152214
2038	3168	152210
2039	3169	152200
2040	3171	152195
2041	3172	152182
2042	3174	152201
2043	3175	152191
2044	3177	152179
2045	3178	152168
2046	3180	152197
2047	3184	152295
2048	3185	152293
2049	3188	152339
2050	3190	152364
2051	3191	152353
2052	3193	152345
2053	3194	152331
2054	3195	152319
2055	3197	152312
2056	3198	152298
2057	3200	152291
2058	3201	152282
2059	3202	152274
2060	3205	152317
2061	3206	152308
2062	3208	152294
2063	3209	152278
2064	3210	152274
2065	3211	152253
2066	3213	152246
2067	3214	152247
2068	3216	152247
2069	3218	152248
2070	3219	152238
2071	3221	152243
2072	3222	152237
2073	3224	152245
2074	3226	152248
2075	3227	152233
2076	3228	152225
2077	3230	152218
2078	3231	152214
2079	3233	152206
2080	3234	152196
2081	3236	152201
2082	3238	152235
2083	3240	152246
2084	3241	152241
2085	3243	152238
2086	3245	152278
2087	3247	152273
2088	3249	152294
2089	3250	152294
2090	3252	152285
2091	3254	152298
2092	3256	152312
2093	3257	152306
2094	3259	152309
2095	3260	152303
2096	3261	152289
2097	3263	152278
2098	3264	152280
2099	3266	152267
2100	3267	152263
2101	3269	152263
2102	3270	152257
2103	3272	152250
2104	3274	152287
2105	3275	152275
2106	3277	152262
2107	3279	152276
2108	3281	152293
2109	3282	152281
2110	3284	152282
2111	3285	152287
2112	3287	152279
2113	3288	152272
2114	3289	152259
2115	3291	152275
2116	3293	152265
2117	3295	152288
2118	3297	152308
2119	3299	152339
2120	3301	152369
2121	3304	152426
2122	3306	152434
2123	3310	152544
2124	3312	152556
2125	3313	152548
2126	3315	152575
2127	3317	152579
2128	3319	152609
2129	3321	152603
2130	3322	152598
2131	3323	152585
2132	3325	152587
2133	3328	152628
2134	3329	152623
2135	3331	152615
2136	3332	152607
2137	3334	152648
2138	3336	152638
2139	3337	152628
2140	3339	152625
2141	3341	152639
2142	3342	152647
2143	3344	152641
2144	3346	152663
2145	3347	152646
2146	3349	152656
2147	3350	152648
2148	3352	152639
2149	3353	152630
2150	3355	152621
2151	3356	152624
2152	3358	152615
2153	3360	152648
2154	3361	152636
2155	3363	152625
2156	3364	152614
2157	3365	152608
2158	3367	152596
2159	3368	152582
2160	3369	152565
2161	3370	152547
2162	3372	152544
2163	3373	152529
2164	3375	152518
2165	3376	152505
2166	3377	152495
2167	3379	152481
2168	3380	152470
2169	3382	152481
2170	3383	152475
2171	3384	152460
2172	3386	152459
2173	3387	152444
2174	3389	152428
2175	3390	152415
2176	3391	152402
2177	3393	152392
2178	3394	152380
2179	3395	152376
2180	3397	152362
2181	3398	152362
2182	3400	152354
2183	3401	152352
2184	3402	152337
2185	3404	152325
2186	3405	152314
2187	3406	152305
2188	3408	152289
2189	3409	152279
2190	3410	152269
2191	3412	152260
2192	3414	152265
2193	3415	152263
2194	3417	152259
2195	3418	152252
2196	3419	152245
2197	3421	152243
2198	3422	152228
2199	3424	152216
2200	3425	152208
2201	3426	152199
2202	3428	152183
2203	3429	152185
2204	3431	152171
2205	3432	152154
2206	3433	152147
2207	3435	152139
2208	3436	152126
2209	3437	152121
2210	3439	152112
2211	3440	152112
2212	3442	152098
2213	3443	152088
2214	3444	152076
2215	3446	152068
2216	3447	152061
2217	3448	152042
2218	3450	152037
2219	3451	152024
2220	3453	152018
2221	3454	152007
2222	3455	151996
2223	3457	151985
2224	3458	151969
2225	3459	151961
2226	3463	152060
2227	3464	152044
2228	3466	152029
2229	3467	152015
2230	3468	152008
2231	3470	151996
2232	3471	151983
2233	3472	151975
2234	3474	151967
2235	3475	151959
2236	3476	151953
2237	3478	151937
2238	3479	151927
2239	3480	151911
2240	3482	151901
2241	3483	151894
2242	3485	151888
2243	3486	151875
2244	3487	151867
2245	3488	151853
2246	3490	151839
2247	3491	151845
2248	3493	151846
2249	3494	151837
2250	3496	151825
2251	3497	151816
2252	3499	151806
2253	3500	151793
2254	3501	151781
2255	3502	151771
2256	3504	151760
2257	3505	151760
2258	3507	151758
2259	3508	151747
2260	3510	151771
2261	3512	151763
2262	3513	151750
2263	3514	151735
2264	3516	151729
2265	3517	151717
2266	3518	151707
2267	3520	151696
2268	3521	151696
2269	3523	151689
2270	3524	151673
2271	3526	151694
2272	3528	151687
2273	3529	151677
2274	3530	151670
2275	3532	151661
2276	3533	151646
2277	3534	151634
2278	3536	151628
2279	3537	151622
2280	3539	151621
2281	3540	151616
2282	3542	151616
2283	3543	151616
2284	3545	151606
2285	3546	151598
2286	3547	151580
2287	3548	151560
2288	3550	151551
2289	3552	151558
2290	3553	151551
2291	3554	151545
2292	3556	151551
2293	3558	151567
2294	3561	151606
2295	3563	151646
2296	3565	151641
2297	3566	151628
2298	3567	151623
2299	3569	151612
2300	3570	151601
2301	3571	151584
2302	3572	151571
2303	3574	151576
2304	3576	151566
2305	3577	151554
2306	3578	151554
2307	3580	151541
2308	3581	151531
2309	3583	151526
2310	3584	151516
2311	3585	151509
2312	3587	151498
2313	3588	151483
2314	3589	151477
2315	3591	151464
2316	3592	151450
2317	3593	151438
2318	3594	151427
2319	3596	151420
2320	3598	151440
2321	3599	151435
2322	3601	151440
2323	3603	151450
2324	3605	151454
2325	3606	151453
2326	3608	151452
2327	3609	151442
2328	3610	151430
2329	3612	151418
2330	3613	151405
2331	3614	151399
2332	3616	151388
2333	3617	151372
2334	3618	151360
2335	3620	151353
2336	3621	151357
2337	3623	151352
2338	3624	151338
2339	3626	151336
2340	3627	151333
2341	3629	151338
2342	3630	151331
2343	3632	151324
2344	3633	151309
2345	3634	151300
2346	3635	151284
2347	3637	151274
2348	3638	151269
2349	3640	151261
2350	3641	151249
2351	3642	151244
2352	3644	151232
2353	3645	151224
2354	3646	151214
2355	3648	151203
2356	3649	151192
2357	3650	151180
2358	3652	151169
2359	3653	151174
2360	3655	151161
2361	3656	151154
2362	3658	151149
2363	3659	151144
2364	3661	151139
2365	3662	151138
2366	3664	151132
2367	3665	151122
2368	3666	151106
2369	3667	151096
2370	3669	151087
2371	3670	151086
2372	3672	151077
2373	3673	151066
2374	3674	151050
2375	3675	151034
2376	3677	151028
2377	3678	151015
2378	3679	150999
2379	3681	150987
2380	3682	150977
2381	3683	150967
2382	3685	150956
2383	3686	150953
2384	3688	150955
2385	3689	150948
2386	3691	150938
2387	3692	150932
2388	3693	150922
2389	3695	150911
2390	3696	150900
2391	3697	150887
2392	3699	150877
2393	3700	150868
2394	3702	150876
2395	3703	150867
2396	3704	150857
2397	3706	150851
2398	3707	150843
2399	3708	150824
2400	3710	150812
2401	3711	150803
2402	3712	150794
2403	3714	150783
2404	3715	150773
2405	3716	150765
2406	3719	150818
2407	3721	150807
2408	3722	150789
2409	3723	150772
2410	3724	150760
2411	3726	150754
2412	3727	150754
2413	3728	150744
2414	3730	150729
2415	3731	150724
2416	3732	150712
2417	3734	150716
2418	3736	150710
2419	3737	150706
2420	3738	150697
2421	3740	150687
2422	3741	150680
2423	3742	150668
2424	3744	150656
2425	3745	150645
2426	3746	150634
2427	3748	150627
2428	3749	150625
2429	3751	150614
2430	3752	150607
2431	3753	150596
2432	3755	150586
2433	3756	150572
2434	3757	150566
2435	3758	150549
2436	3760	150532
2437	3761	150519
2438	3762	150511
2439	3764	150506
2440	3765	150504
2441	3767	150511
2442	3769	150519
2443	3770	150512
2444	3771	150499
2445	3773	150501
2446	3774	150495
2447	3776	150487
2448	3777	150484
2449	3779	150486
2450	3780	150474
2451	3782	150491
2452	3784	150481
2453	3785	150468
2454	3786	150466
2455	3788	150452
2456	3789	150441
2457	3790	150424
2458	3791	150408
2459	3794	150457
2460	3796	150466
2461	3798	150469
2462	3799	150459
2463	3800	150448
2464	3802	150442
2465	3803	150438
2466	3805	150433
2467	3806	150419
2468	3808	150460
2469	3810	150461
2470	3811	150453
2471	3813	150447
2472	3815	150459
2473	3816	150450
2474	3817	150434
2475	3819	150428
2476	3820	150421
2477	3821	150415
2478	3823	150411
2479	3825	150411
2480	3826	150405
2481	3827	150395
2482	3829	150392
2483	3830	150391
2484	3832	150388
2485	3833	150380
2486	3834	150365
2487	3836	150356
2488	3837	150354
2489	3839	150344
2490	3840	150336
2491	3841	150327
2492	3843	150322
2493	3844	150317
2494	3846	150329
2495	3848	150323
2496	3849	150311
2497	3850	150298
2498	3852	150289
2499	3853	150281
2500	3854	150273
2501	3855	150256
2502	3857	150251
2503	3858	150238
2504	3860	150233
2505	3861	150222
2506	3863	150227
2507	3864	150220
2508	3865	150203
2509	3866	150192
2510	3868	150208
2511	3870	150195
2512	3871	150184
2513	3872	150171
2514	3873	150160
2515	3875	150153
2516	3876	150141
2517	3878	150150
2518	3879	150145
2519	3881	150134
2520	3882	150126
2521	3883	150118
2522	3885	150102
2523	3886	150096
2524	3888	150114
2525	3889	150108
2526	3891	150098
2527	3892	150091
2528	3894	150090
2529	3895	150091
2530	3897	150085
2531	3898	150074
2532	3899	150064
2533	3901	150056
2534	3902	150046
2535	3904	150041
2536	3905	150036
2537	3906	150028
2538	3908	150021
2539	3909	150018
2540	3911	150012
2541	3912	150010
2542	3914	150021
2543	3916	150030
2544	3918	150046
2545	3919	150035
2546	3921	150028
2547	3922	150015
2548	3923	150006
2549	3924	149993
2550	3926	149996
2551	3927	149983
2552	3929	149969
2553	3930	149967
2554	3932	149965
2555	3933	149956
2556	3934	149944
2557	3936	149937
2558	3937	149930
2559	3938	149928
2560	3940	149921
2561	3941	149918
2562	3943	149912
2563	3944	149903
2564	3946	149901
2565	3947	149892
2566	3949	149890
2567	3950	149884
2568	3951	149881
2569	3953	149873
2570	3954	149864
2571	3956	149860
2572	3957	149846
2573	3959	149867
2574	3960	149853
2575	3962	149844
2576	3963	149836
2577	3964	149827
2578	3966	149818
2579	3967	149805
2580	3968	149798
2581	3969	149784
2582	3971	149775
2583	3972	149767
2584	3975	149798
2585	3977	149825
2586	3978	149817
2587	3979	149805
2588	3981	149793
2589	3982	149779
2590	3983	149763
2591	3984	149755
2592	3986	149745
2593	3987	149733
2594	3988	149725
2595	3990	149739
2596	3992	149728
2597	3993	149716
2598	3994	149712
2599	3996	149702
2600	3997	149700
2601	3998	149687
2602	4000	149676
2603	4001	149667
2604	4002	149654
2605	4004	149646
2606	4006	149663
2607	4007	149660
2608	4008	149650
2609	4010	149646
2610	4011	149643
2611	4013	149628
2612	4014	149619
2613	4015	149609
2614	4017	149602
2615	4018	149592
2616	4020	149591
2617	4021	149579
2618	4022	149572
2619	4023	149559
2620	4025	149546
2621	4026	149532
2622	4027	149524
2623	4028	149510
2624	4030	149500
2625	4031	149487
2626	4032	149477
2627	4034	149469
2628	4035	149474
2629	4037	149464
2630	4038	149462
2631	4039	149451
2632	4041	149442
2633	4042	149435
2634	4043	149421
2635	4045	149408
2636	4046	149411
2637	4048	149403
2638	4049	149392
2639	4050	149393
2640	4052	149386
2641	4053	149375
2642	4055	149397
2643	4057	149385
2644	4058	149370
2645	4059	149363
2646	4060	149354
2647	4062	149347
2648	4063	149344
2649	4065	149349
2650	4066	149343
2651	4068	149332
2652	4069	149322
2653	4070	149313
2654	4072	149306
2655	4073	149300
2656	4075	149294
2657	4076	149291
2658	4078	149307
2659	4080	149310
2660	4082	149319
2661	4083	149312
2662	4084	149302
2663	4086	149309
2664	4087	149301
2665	4089	149297
2666	4090	149285
2667	4091	149278
2668	4093	149271
2669	4094	149265
2670	4096	149264
2671	4097	149257
2672	4098	149248
2673	4100	149237
2674	4101	149227
2675	4102	149220
2676	4104	149214
2677	4105	149207
2678	4107	149198
2679	4108	149188
2680	4109	149176
2681	4110	149169
2682	4112	149161
2683	4114	149169
2684	4115	149169
2685	4119	149232
2686	4120	149222
2687	4121	149211
2688	4122	149198
2689	4124	149189
2690	4125	149181
2691	4127	149199
2692	4128	149191
2693	4130	149175
2694	4131	149162
2695	4132	149149
2696	4134	149150
2697	4135	149143
2698	4136	149128
2699	4137	149116
2700	4139	149109
2701	4140	149097
2702	4142	149098
2703	4143	149091
2704	4144	149083
2705	4148	149162
2706	4149	149151
2707	4151	149148
2708	4152	149144
2709	4154	149139
2710	4155	149129
2711	4156	149117
2712	4158	149110
2713	4159	149103
2714	4160	149090
2715	4162	149080
2716	4163	149076
2717	4164	149063
2718	4166	149071
2719	4167	149061
2720	4169	149051
2721	4170	149040
2722	4173	149079
2723	4174	149084
2724	4176	149080
2725	4177	149071
2726	4179	149095
2727	4181	149087
2728	4183	149096
2729	4184	149101
2730	4186	149121
2731	4188	149124
2732	4190	149134
2733	4191	149126
2734	4193	149118
2735	4194	149108
2736	4195	149104
2737	4197	149096
2738	4199	149109
2739	4200	149104
2740	4202	149102
2741	4203	149098
2742	4205	149098
2743	4206	149098
2744	4207	149086
2745	4209	149076
2746	4210	149074
2747	4212	149065
2748	4213	149063
2749	4215	149058
2750	4216	149062
2751	4218	149068
2752	4220	149080
2753	4221	149071
2754	4223	149069
2755	4224	149074
2756	4226	149078
2757	4228	149080
2758	4230	149087
2759	4232	149112
2760	4233	149112
2761	4236	149154
2762	4238	149152
2763	4239	149141
2764	4241	149146
2765	4242	149146
2766	4245	149184
2767	4250	149300
2768	4251	149291
2769	4252	149281
2770	4254	149273
2771	4255	149263
2772	4256	149257
2773	4259	149286
2774	4267	149509
2775	4269	149520
2776	4270	149525
2777	4273	149563
2778	4275	149568
2779	4276	149568
2780	4283	149729
2781	4284	149736
2782	4286	149743
2783	4288	149754
2784	4291	149796
2785	4293	149804
2786	4295	149836
2787	4297	149841
2788	4298	149839
2789	4300	149835
2790	4302	149843
2791	4303	149842
2792	4305	149848
2793	4307	149861
2794	4310	149919
2795	4312	149920
2796	4313	149915
2797	4316	149948
2798	4317	149946
2799	4319	149941
2800	4320	149940
2801	4322	149934
2802	4323	149930
2803	4325	149921
2804	4327	149949
2805	4328	149938
2806	4330	149933
2807	4331	149921
2808	4332	149912
2809	4333	149899
2810	4335	149885
2811	4336	149875
2812	4337	149861
2813	4338	149854
2814	4340	149843
2815	4341	149839
2816	4343	149833
2817	4344	149824
2818	4345	149813
2819	4347	149802
2820	4348	149796
2821	4349	149789
2822	4351	149793
2823	4352	149787
2824	4354	149778
2825	4355	149768
2826	4356	149753
2827	4358	149753
2828	4359	149744
2829	4361	149739
2830	4362	149733
2831	4363	149727
2832	4365	149717
2833	4366	149713
2834	4367	149702
2835	4369	149688
2836	4370	149679
2837	4371	149671
2838	4373	149663
2839	4374	149670
2840	4376	149663
2841	4377	149656
2842	4378	149647
2843	4380	149640
2844	4381	149639
2845	4383	149631
2846	4384	149624
2847	4385	149612
2848	4387	149611
2849	4388	149602
2850	4390	149591
2851	4391	149584
2852	4393	149615
2853	4395	149607
2854	4396	149595
2855	4397	149585
2856	4398	149568
2857	4400	149558
2858	4401	149546
2859	4402	149540
2860	4404	149531
2861	4405	149526
2862	4407	149524
2863	4408	149520
2864	4410	149517
2865	4411	149504
2866	4413	149512
2867	4414	149513
2868	4415	149503
2869	4417	149492
2870	4418	149485
2871	4419	149473
2872	4421	149466
2873	4422	149472
2874	4424	149459
2875	4425	149447
2876	4426	149440
2877	4428	149442
2878	4429	149432
2879	4431	149425
2880	4432	149425
2881	4433	149409
2882	4434	149396
2883	4436	149383
2884	4437	149381
2885	4438	149371
2886	4440	149372
2887	4441	149362
2888	4443	149350
2889	4444	149342
2890	4445	149332
2891	4446	149315
2892	4448	149306
2893	4449	149295
2894	4450	149288
2895	4452	149278
2896	4453	149277
2897	4454	149268
2898	4456	149269
2899	4457	149260
2900	4459	149253
2901	4460	149248
2902	4461	149241
2903	4463	149239
2904	4464	149232
2905	4466	149223
2906	4467	149211
2907	4468	149199
2908	4470	149200
2909	4471	149203
2910	4473	149199
2911	4474	149192
2912	4476	149180
2913	4477	149175
2914	4478	149162
2915	4480	149157
2916	4481	149144
2917	4482	149129
2918	4483	149122
2919	4484	149110
2920	4486	149121
2921	4488	149112
2922	4489	149104
2923	4490	149094
2924	4492	149086
2925	4493	149077
2926	4494	149065
2927	4496	149058
2928	4497	149048
2929	4498	149040
2930	4500	149032
2931	4501	149039
2932	4503	149027
2933	4504	149017
2934	4505	149002
2935	4506	148992
2936	4508	148982
2937	4509	148975
2938	4510	148967
2939	4512	148957
2940	4513	148949
2941	4514	148936
2942	4515	148929
2943	4517	148932
2944	4519	148930
2945	4520	148926
2946	4522	148922
2947	4523	148916
2948	4524	148910
2949	4526	148906
2950	4527	148899
2951	4528	148891
2952	4530	148881
2953	4531	148886
2954	4536	148974
2955	4537	148967
2956	4539	148965
2957	4540	148958
2958	4542	148958
2959	4543	148953
2960	4544	148945
2961	4546	148937
2962	4547	148936
2963	4550	148966
2964	4551	148960
2965	4552	148949
2966	4554	148941
2967	4555	148943
2968	4557	148942
2969	4558	148940
2970	4560	148955
2971	4563	148978
2972	4565	149012
2973	4567	149014
2974	4568	149007
2975	4570	148994
2976	4571	148985
2977	4572	148974
2978	4573	148967
2979	4575	148960
2980	4576	148950
2981	4578	148945
2982	4579	148937
2983	4580	148928
2984	4582	148935
2985	4583	148927
2986	4585	148919
2987	4586	148910
2988	4587	148900
2989	4589	148892
2990	4590	148884
2991	4591	148871
2992	4593	148868
2993	4594	148867
2994	4596	148860
2995	4597	148850
2996	4598	148845
2997	4600	148838
2998	4601	148834
2999	4602	148823
3000	4604	148819
3001	4605	148807
3002	4606	148801
3003	4608	148790
3004	4609	148779
3005	4610	148769
3006	4611	148763
3007	4613	148755
3008	4614	148749
3009	4616	148741
3010	4617	148735
3011	4618	148723
3012	4620	148717
3013	4621	148711
3014	4622	148697
3015	4624	148692
3016	4625	148680
3017	4626	148674
3018	4627	148667
3019	4629	148657
3020	4631	148663
3021	4632	148669
3022	4634	148666
3023	4635	148659
3024	4637	148670
3025	4639	148671
3026	4640	148667
3027	4642	148661
3028	4643	148650
3029	4644	148653
3030	4646	148650
3031	4648	148657
3032	4649	148655
3033	4651	148650
3034	4652	148653
3035	4654	148658
3036	4656	148663
3037	4657	148661
3038	4659	148657
3039	4660	148658
3040	4662	148658
3041	4663	148652
3042	4665	148647
3043	4666	148641
3044	4667	148629
3045	4669	148623
3046	4670	148613
3047	4671	148605
3048	4673	148591
3049	4674	148577
3050	4675	148570
3051	4676	148563
3052	4678	148559
3053	4679	148549
3054	4680	148542
3055	4682	148532
3056	4683	148522
3057	4684	148514
3058	4686	148506
3059	4687	148497
3060	4688	148490
3061	4690	148483
3062	4691	148466
3063	4692	148460
3064	4694	148458
3065	4695	148453
3066	4696	148447
3067	4698	148443
3068	4699	148440
3069	4701	148431
3070	4702	148423
3071	4703	148412
3072	4704	148400
3073	4706	148393
3074	4707	148381
3075	4708	148372
3076	4710	148376
3077	4711	148369
3078	4713	148359
3079	4714	148358
3080	4716	148360
3081	4717	148354
3082	4718	148344
3083	4720	148338
3084	4721	148333
3085	4723	148325
3086	4724	148319
3087	4726	148331
3088	4727	148330
3089	4729	148321
3090	4730	148323
3091	4732	148331
3092	4734	148328
3093	4735	148320
3094	4736	148311
3095	4738	148306
3096	4739	148299
3097	4740	148285
3098	4742	148301
3099	4744	148288
3100	4745	148290
3101	4746	148279
3102	4748	148274
3103	4749	148268
3104	4750	148259
3105	4752	148251
3106	4753	148240
3107	4754	148230
3108	4756	148222
3109	4757	148215
3110	4758	148210
3111	4759	148196
3112	4761	148201
3113	4763	148196
3114	4764	148183
3115	4765	148174
3116	4766	148160
3117	4768	148152
3118	4769	148143
3119	4770	148134
3120	4772	148128
3121	4773	148129
3122	4775	148136
3123	4776	148128
3124	4778	148121
3125	4779	148111
3126	4780	148105
3127	4782	148101
3128	4783	148095
3129	4785	148109
3130	4786	148099
3131	4788	148093
3132	4789	148088
3133	4791	148084
3134	4792	148076
3135	4793	148069
3136	4795	148059
3137	4796	148049
3138	4797	148042
3139	4798	148035
3140	4800	148027
3141	4801	148024
3142	4803	148019
3143	4804	148009
3144	4806	148020
3145	4807	148016
3146	4809	148010
3147	4810	148003
3148	4811	147990
3149	4813	147984
3150	4814	147977
3151	4815	147964
3152	4816	147953
3153	4818	147946
3154	4819	147938
3155	4820	147931
3156	4822	147930
3157	4824	147934
3158	4825	147928
3159	4827	147926
3160	4828	147924
3161	4829	147914
3162	4831	147912
3163	4832	147904
3164	4833	147893
3165	4835	147896
3166	4836	147885
3167	4838	147887
3168	4839	147881
3169	4840	147870
3170	4842	147860
3171	4843	147852
3172	4845	147850
3173	4846	147845
3174	4847	147835
3175	4848	147824
3176	4850	147819
3177	4851	147806
3178	4852	147800
3179	4854	147790
3180	4855	147782
3181	4856	147775
3182	4858	147776
3183	4859	147765
3184	4860	147757
3185	4862	147752
3186	4863	147744
3187	4865	147747
3188	4866	147744
3189	4868	147739
3190	4869	147734
3191	4870	147727
3192	4872	147721
3193	4873	147718
3194	4875	147712
3195	4876	147706
3196	4877	147696
3197	4879	147690
3198	4880	147685
3199	4882	147688
3200	4883	147680
3201	4884	147668
3202	4886	147667
3203	4887	147658
3204	4888	147647
3205	4890	147642
3206	4891	147635
3207	4892	147625
3208	4894	147619
3209	4896	147633
3210	4897	147634
3211	4899	147629
3212	4900	147622
3213	4902	147627
3214	4903	147618
3215	4904	147612
3216	4906	147601
3217	4907	147594
3218	4908	147587
3219	4910	147582
3220	4911	147577
3221	4913	147570
3222	4914	147561
3223	4915	147550
3224	4916	147538
3225	4918	147543
3226	4919	147537
3227	4920	147525
3228	4922	147513
3229	4923	147509
3230	4925	147507
3231	4926	147496
3232	4927	147490
3233	4928	147481
3234	4930	147473
3235	4931	147464
3236	4932	147457
3237	4934	147448
3238	4935	147435
3239	4936	147433
3240	4938	147426
3241	4939	147418
3242	4940	147411
3243	4942	147401
3244	4943	147393
3245	4944	147384
3246	4945	147378
3247	4947	147377
3248	4948	147366
3249	4950	147365
3250	4951	147358
3251	4952	147348
3252	4954	147339
3253	4955	147334
3254	4956	147329
3255	4958	147318
3256	4959	147309
3257	4960	147301
3258	4962	147298
3259	4963	147295
3260	4964	147287
3261	4966	147280
3262	4967	147275
3263	4969	147269
3264	4970	147264
3265	4971	147261
3266	4973	147248
3267	4974	147238
3268	4975	147227
3269	4976	147222
3270	4978	147214
3271	4979	147203
3272	4980	147196
3273	4982	147191
3274	4983	147183
3275	4984	147174
3276	4986	147175
3277	4987	147169
3278	4988	147157
3279	4990	147151
3280	4991	147145
3281	4992	147132
3282	4994	147129
3283	4995	147117
3284	4996	147112
3285	4998	147114
3286	4999	147111
3287	5001	147116
3288	5002	147106
