iter	RMSE
234	1.562070317
235	1.560623416
236	1.55924531
237	1.55791863
238	1.556589708
239	1.555397988
240	1.553888224
241	1.552505918
242	1.551199019
243	1.549892255
244	1.548583536
245	1.547334883
246	1.545965558
247	1.544829316
248	1.543525695
249	1.542288713
250	1.541095404
251	1.539951052
252	1.538813443
253	1.537542873
254	1.536508039
255	1.535286142
256	1.534390379
257	1.533177501
258	1.532018628
259	1.530836996
260	1.529434796
261	1.528196469
262	1.52714462
263	1.525802423
264	1.524592144
265	1.523513535
266	1.522342155
267	1.521154436
268	1.520114144
269	1.51878462
270	1.517713053
271	1.51664716
272	1.515525316
273	1.514327856
274	1.513279339
275	1.512082629
276	1.510949072
277	1.509833636
278	1.508684053
279	1.507540191
280	1.506543903
281	1.505434413
282	1.504373468
283	1.503284072
284	1.502350716
285	1.501260041
286	1.500286995
287	1.499240263
288	1.498262336
289	1.497117367
290	1.495853964
291	1.494760196
292	1.493802768
293	1.4926572
294	1.491631062
295	1.490608198
296	1.489556396
297	1.488547509
298	1.487493521
299	1.486475594
300	1.485523025
301	1.484596128
302	1.483702399
303	1.482815368
304	1.481975024
305	1.480997034
306	1.480184295
307	1.479386468
308	1.47843246
309	1.477549322
310	1.476383989
311	1.475512659
312	1.474532329
313	1.473713049
314	1.472705293
315	1.471656605
316	1.470623209
317	1.46985308
318	1.469080231
319	1.468235902
320	1.467177048
321	1.466476498
322	1.465635246
323	1.464587909
324	1.463653387
325	1.462636339
326	1.461777214
327	1.460902087
328	1.460086641
329	1.459257042
330	1.458309742
331	1.45751892
332	1.456782226
333	1.455915165
334	1.455030314
335	1.454196839
336	1.453403463
337	1.452550318
338	1.45186462
339	1.451030927
340	1.450283083
341	1.449381117
342	1.448669253
343	1.44786136
344	1.447072698
345	1.446166768
346	1.445415109
347	1.444733608
348	1.443897735
349	1.443080097
350	1.442270476
351	1.441382107
352	1.440578711
353	1.439935289
354	1.439245432
355	1.438432075
356	1.437684475
357	1.436979877
358	1.436174619
359	1.435372203
360	1.434600595
361	1.433702657
362	1.432937501
363	1.432216404
364	1.431336658
365	1.430606312
366	1.42987017
367	1.429199589
368	1.428389196
369	1.42768523
370	1.427104902
371	1.426474131
372	1.425735891
373	1.425072276
374	1.424362195
375	1.42376719
376	1.422961669
377	1.422342443
378	1.421558759
379	1.420897668
380	1.420204877
381	1.419434814
382	1.418802876
383	1.418112812
384	1.417443304
385	1.416864214
386	1.416325072
387	1.415634135
388	1.414885321
389	1.414189004
390	1.413631597
391	1.412960516
392	1.412297358
393	1.411691655
394	1.410909553
395	1.410157189
396	1.409496749
397	1.408855553
398	1.408242156
399	1.407521355
400	1.406980449
401	1.40626946
402	1.405601633
403	1.405006956
404	1.40428099
405	1.403590751
406	1.402917063
407	1.402223274
408	1.401592836
409	1.401003406
410	1.400391902
411	1.399880794
412	1.399232601
413	1.398644609
414	1.398130532
415	1.397503706
416	1.396975655
417	1.396305647
418	1.395829178
419	1.395209584
420	1.394553638
421	1.394020526
422	1.39343474
423	1.392849486
424	1.392220025
425	1.391698698
426	1.391167401
427	1.390563632
428	1.389858868
429	1.389373619
430	1.388874633
431	1.388397566
432	1.387946313
433	1.387298915
434	1.386650722
435	1.386034672
436	1.385346414
437	1.384813799
438	1.384115037
439	1.383372226
440	1.382782596
441	1.382273216
442	1.381747882
443	1.381203846
444	1.380642284
445	1.380151789
446	1.379557179
447	1.378923551
448	1.378417077
449	1.377827101
450	1.377349236
451	1.376818879
452	1.376332583
453	1.37580226
454	1.375314723
455	1.374691767
456	1.374142315
457	1.373699306
458	1.373175165
459	1.372665168
460	1.372052303
461	1.371537639
462	1.371014115
463	1.370509526
464	1.370030684
465	1.369533488
466	1.36899058
467	1.36848087
468	1.368041697
469	1.367558167
470	1.367180086
471	1.366767156
472	1.366192997
473	1.365662378
474	1.365363888
475	1.364756317
476	1.364359709
477	1.363940482
478	1.363567987
479	1.363001731
480	1.362551679
481	1.36220242
482	1.361635764
483	1.361175856
484	1.360808003
485	1.360334165
486	1.359821003
487	1.35931502
488	1.358872941
489	1.358226886
490	1.357802517
491	1.357393409
492	1.356926409
493	1.356402207
494	1.355973911
495	1.355549229
496	1.355056201
497	1.354599221
498	1.354116507
499	1.3537312
500	1.353242855
501	1.352855094
502	1.352594733
503	1.352227206
504	1.351846235
505	1.351398912
506	1.350989294
507	1.350605202
508	1.350164286
509	1.349832077
510	1.349384624
511	1.348958939
512	1.348555443
513	1.348097918
514	1.347741384
515	1.347318652
516	1.346909427
517	1.346448251
518	1.346118888
519	1.34581669
520	1.345349636
521	1.345063892
522	1.344656692
523	1.344260639
524	1.343838472
525	1.343481379
526	1.343099834
527	1.342748656
528	1.342311114
529	1.342025383
530	1.341613246
531	1.341139202
532	1.340801163
533	1.340432712
534	1.340138427
535	1.339804817
536	1.339428282
537	1.33908545
538	1.338777045
539	1.338339215
540	1.338094301
541	1.337790089
542	1.337428314
543	1.33702126
544	1.336698065
545	1.336371173
546	1.335962711
547	1.33562338
548	1.335232705
549	1.334856414
550	1.334462538
551	1.334092311
552	1.333676699
553	1.333202194
554	1.332874213
555	1.332512074
556	1.332158587
557	1.33176982
558	1.331412044
559	1.331124522
560	1.330706723
561	1.330244755
562	1.329915928
563	1.329542325
564	1.329211518
565	1.328827635
566	1.328509923
567	1.328110046
568	1.327788823
569	1.327442588
570	1.327108387
571	1.326853714
572	1.326548839
573	1.3261685
574	1.325886342
575	1.325585086
576	1.325258538
577	1.324855337
578	1.324518485
579	1.324144315
580	1.323875303
581	1.323558861
582	1.323293737
583	1.322919599
584	1.32270074
585	1.322359311
586	1.32198668
587	1.321629259
588	1.321351692
589	1.321011277
590	1.32063085
591	1.32038141
592	1.320024547
593	1.319708943
594	1.319396822
595	1.319058576
596	1.318815656
597	1.318639289
598	1.318431557
599	1.318077919
600	1.31772173
601	1.317408585
602	1.317166756
603	1.316881302
604	1.316597822
605	1.316192712
606	1.315863617
607	1.315640351
608	1.315248045
609	1.315003429
610	1.314758687
611	1.314560313
612	1.314268472
613	1.313962572
614	1.31374505
615	1.31346329
616	1.313210354
617	1.31299092
618	1.312633207
619	1.3123475
620	1.312118638
621	1.311801931
622	1.311596273
623	1.311326979
624	1.311060731
625	1.31072505
626	1.310527568
627	1.310195997
628	1.309953296
629	1.309758662
630	1.309438389
631	1.309217821
632	1.309029665
633	1.308760508
634	1.308516457
635	1.308178997
636	1.307886191
637	1.307589983
638	1.307354207
639	1.307005956
640	1.306733264
641	1.306449751
642	1.306153653
643	1.305860487
644	1.305573609
645	1.305341963
646	1.305094534
647	1.304845604
648	1.304656499
649	1.304452061
650	1.30422193
651	1.304021911
652	1.303799392
653	1.303531154
654	1.303185173
655	1.302856304
656	1.302596697
657	1.302324564
658	1.302048614
659	1.301795004
660	1.301518205
661	1.301248313
662	1.301026174
663	1.300738855
664	1.300370582
665	1.300142101
666	1.299917494
667	1.299619974
668	1.299376976
669	1.2991488
670	1.29889614
671	1.298551238
672	1.29829756
673	1.298051769
674	1.297701342
675	1.297468988
676	1.297266055
677	1.297029773
678	1.296796498
679	1.296593843
680	1.296336499
681	1.296071534
682	1.295845575
683	1.295555625
684	1.295362458
685	1.295129997
686	1.294905331
687	1.294635265
688	1.294311388
689	1.294100024
690	1.29388962
691	1.293697735
692	1.293397252
693	1.293204114
694	1.292918675
695	1.292670109
696	1.292381654
697	1.292172627
698	1.291833293
699	1.291536042
700	1.291311981
701	1.291156882
702	1.290902383
703	1.290735381
704	1.290503757
705	1.29029956
706	1.29004861
707	1.289834726
708	1.289660669
709	1.289397496
710	1.289213938
711	1.289042715
712	1.288833044
713	1.288637543
714	1.288417763
715	1.288201342
716	1.28799894
717	1.287776681
718	1.287584093
719	1.28741361
720	1.287246435
721	1.286987689
722	1.286737206
723	1.286615465
724	1.286449425
725	1.286275322
726	1.286040385
727	1.28583735
728	1.285671795
729	1.285384664
730	1.285134737
731	1.284926229
732	1.284744604
733	1.28459963
734	1.284360768
735	1.284050931
736	1.283797607
737	1.283582909
738	1.28329607
739	1.283113566
740	1.282889637
741	1.282703498
742	1.282506792
743	1.282374676
744	1.28217938
745	1.281973087
746	1.281800498
747	1.281595241
748	1.28139565
749	1.281228619
750	1.281084688
751	1.280798803
752	1.280564005
753	1.280424433
754	1.280218079
755	1.279960252
756	1.279836773
757	1.279617532
758	1.279422564
759	1.279204431
760	1.27902167
761	1.27884903
762	1.278689549
763	1.27844765
764	1.278255298
765	1.277971049
766	1.27783031
767	1.27757653
768	1.277372866
769	1.277143408
770	1.276912651
771	1.276644501
772	1.276461879
773	1.276336888
774	1.276164423
775	1.275975768
776	1.275781919
777	1.275672795
778	1.27553211
779	1.275361987
780	1.275201718
781	1.275031238
782	1.2747997
783	1.274671677
784	1.274526832
785	1.274341122
786	1.274246902
787	1.274096937
788	1.273894422
789	1.273731372
790	1.273458307
791	1.273241373
792	1.273119557
793	1.272890711
794	1.272728417
795	1.272574791
796	1.272387439
797	1.272236782
798	1.272055327
799	1.271827707
800	1.271567261
801	1.271414282
802	1.27122086
803	1.271066104
804	1.270958599
805	1.270744675
806	1.27058729
807	1.270330626
808	1.270031706
809	1.269835633
810	1.269639298
811	1.269430013
812	1.269265213
813	1.269071534
814	1.268827652
815	1.268622605
816	1.268471715
817	1.268305406
818	1.268147405
819	1.267882892
820	1.267725638
821	1.267511485
822	1.26742883
823	1.267230623
824	1.267070545
825	1.266897231
826	1.266761434
827	1.266654778
828	1.266517426
829	1.26634922
830	1.266145035
831	1.265941226
832	1.265773734
833	1.265579082
834	1.265441984
835	1.26527329
836	1.265194779
837	1.2650051
838	1.264870062
839	1.264679321
840	1.264538155
841	1.264316526
842	1.264129709
843	1.264021546
844	1.263888624
845	1.263692835
846	1.263483334
847	1.263350934
848	1.263236
849	1.263122894
850	1.262929679
851	1.262735005
852	1.262578709
853	1.262463769
854	1.262319059
855	1.262093394
856	1.261940567
857	1.261775862
858	1.26160046
859	1.261377002
860	1.261197349
861	1.26095015
862	1.260804937
863	1.260613631
864	1.260472573
865	1.260331041
866	1.260155144
867	1.26002208
868	1.259856537
869	1.25970171
870	1.259547594
871	1.259385149
872	1.25923923
873	1.259099208
874	1.258938507
875	1.258657052
876	1.258527115
877	1.25833165
878	1.258224211
879	1.258118197
880	1.257967734
881	1.257809626
882	1.257693005
883	1.257526452
884	1.257361567
885	1.257267687
886	1.257132067
887	1.25694308
888	1.256770156
889	1.256654061
890	1.256538011
891	1.256355006
892	1.256216254
893	1.25608306
894	1.255870903
895	1.255714862
896	1.25557561
897	1.255455381
898	1.255330072
899	1.25519661
900	1.255015628
901	1.254805139
902	1.254641426
903	1.254492847
904	1.254324886
905	1.254239527
906	1.25409397
907	1.253948436
908	1.253806477
909	1.25371315
910	1.253579499
911	1.253464682
912	1.253292284
913	1.253150195
914	1.253003845
915	1.252784494
916	1.252627759
917	1.25253598
918	1.252373671
919	1.252207475
920	1.252082976
921	1.251915875
922	1.251755012
923	1.251656249
924	1.251532419
925	1.25138739
926	1.251162165
927	1.250997211
928	1.250876561
929	1.250757331
930	1.25062966
931	1.250457242
932	1.25034
933	1.250194208
934	1.250075404
935	1.249989405
936	1.249868169
937	1.249701816
938	1.249501047
939	1.249390599
940	1.249245463
941	1.249059533
942	1.248873701
943	1.248745862
944	1.248592008
945	1.248419311
946	1.248271392
947	1.248145356
948	1.247986011
949	1.247863383
950	1.247708183
951	1.247460611
952	1.247341819
953	1.247237859
954	1.247111236
955	1.247033599
956	1.246877506
957	1.246707519
958	1.246552568
959	1.246459415
960	1.246362836
961	1.246165723
962	1.245983225
963	1.245882551
964	1.245785337
965	1.245675151
966	1.245508587
967	1.245434759
968	1.245268191
969	1.245154923
970	1.245017042
971	1.244912967
972	1.244835053
973	1.24470015
974	1.244576773
975	1.244392143
976	1.244262601
977	1.244144965
978	1.244028662
979	1.243902929
980	1.243772405
981	1.243693297
982	1.243538561
983	1.243384957
984	1.243229299
985	1.243134567
986	1.242996171
987	1.242887249
988	1.24279775
989	1.24269009
990	1.242536974
991	1.2424025
992	1.242281957
993	1.24218614
994	1.242078078
995	1.242003027
996	1.241866762
997	1.241716943
998	1.241604394
999	1.241490254
1000	1.241310009
1001	1.24117022
1002	1.241068579
1003	1.240942726
1004	1.24081816
1005	1.240741897
1006	1.240587101
1007	1.240460988
1008	1.24034148
1009	1.240137545
1010	1.239918975
1011	1.239768355
1012	1.239651314
1013	1.239566843
1014	1.239489516
1015	1.23935
1016	1.239217097
1017	1.239073759
1018	1.23895933
1019	1.238823254
1020	1.238729055
1021	1.238603662
1022	1.238423657
1023	1.238299504
1024	1.238191975
1025	1.238107605
1026	1.238013972
1027	1.23785628
1028	1.237671581
1029	1.237547158
1030	1.237485569
1031	1.237385788
1032	1.237248303
1033	1.237099327
1034	1.237034473
1035	1.236926131
1036	1.236875287
1037	1.236764479
1038	1.236660464
1039	1.236541825
1040	1.236396846
1041	1.236315336
1042	1.236216658
1043	1.236110364
1044	1.235976996
1045	1.235824552
1046	1.235624062
1047	1.235541973
1048	1.235377367
1049	1.235301774
1050	1.235126631
1051	1.235026876
1052	1.234893479
1053	1.234741197
1054	1.234657451
1055	1.234549329
1056	1.234425874
1057	1.234330203
1058	1.234218363
1059	1.234068724
1060	1.23394585
1061	1.233870831
1062	1.233767492
1063	1.233686011
1064	1.233535868
1065	1.233450516
1066	1.23330852
1067	1.233175009
1068	1.233075826
1069	1.232954313
1070	1.232830644
1071	1.232684004
1072	1.232599145
1073	1.23246953
1074	1.232384861
1075	1.232292091
1076	1.232222567
1077	1.23212607
1078	1.231989965
1079	1.231900062
1080	1.231778508
1081	1.231650211
1082	1.231523073
1083	1.231413506
1084	1.231334651
1085	1.231219401
1086	1.23110247
1087	1.230971883
1088	1.230896328
1089	1.230811031
1090	1.230700704
1091	1.230622944
1092	1.230507984
1093	1.230374425
1094	1.230311491
1095	1.230223388
1096	1.230097032
1097	1.229984425
1098	1.229848687
1099	1.229795069
1100	1.229689956
1101	1.22955479
1102	1.229414161
1103	1.229345058
1104	1.229251382
1105	1.229155869
1106	1.229082308
1107	1.229014619
1108	1.228918013
1109	1.228844733
1110	1.228708055
1111	1.228561139
1112	1.228494784
1113	1.228402499
1114	1.228325633
1115	1.228165985
1116	1.228078996
1117	1.227985823
1118	1.227861991
1119	1.227697496
1120	1.227560279
1121	1.227471824
1122	1.227370549
1123	1.227300062
1124	1.227193189
1125	1.227111161
1126	1.227044845
1127	1.22693126
1128	1.226869627
1129	1.226700643
1130	1.226543294
1131	1.226452455
1132	1.226335081
1133	1.226289108
1134	1.226207687
1135	1.226143921
1136	1.226065845
1137	1.225959136
1138	1.225841349
1139	1.225739034
1140	1.225629759
1141	1.225477602
1142	1.225390834
1143	1.225262975
1144	1.225121816
1145	1.225017481
1146	1.224952743
1147	1.224782088
1148	1.224682126
1149	1.22457892
1150	1.224466034
1151	1.22431705
1152	1.224276163
1153	1.224200189
1154	1.224071207
1155	1.22395595
1156	1.223767043
1157	1.223685579
1158	1.223509164
1159	1.223471482
1160	1.223389743
1161	1.223285892
1162	1.223227812
1163	1.22310707
1164	1.222988067
1165	1.222919423
1166	1.222821496
1167	1.222739863
1168	1.222642717
1169	1.22259256
1170	1.222497347
1171	1.222380658
1172	1.222303353
1173	1.222215207
1174	1.222108366
1175	1.222071907
1176	1.221985417
1177	1.221919158
1178	1.221831542
1179	1.221748891
1180	1.221696331
1181	1.221590077
1182	1.221490054
1183	1.221405253
1184	1.221259426
1185	1.221172237
1186	1.221092632
1187	1.221008069
1188	1.220900913
1189	1.220828806
1190	1.220674913
1191	1.220576502
1192	1.220462831
1193	1.22038514
1194	1.220272373
1195	1.220186533
1196	1.22010513
1197	1.220015684
1198	1.219928991
1199	1.219788955
1200	1.219734757
1201	1.219631742
1202	1.219568461
1203	1.21946795
1204	1.219398108
1205	1.219285184
1206	1.219225357
1207	1.219139304
1208	1.219011216
1209	1.218912406
1210	1.218822163
1211	1.218720179
1212	1.218609947
1213	1.218503292
1214	1.218427468
1215	1.218326208
1216	1.218221801
1217	1.218145519
1218	1.218076237
1219	1.217944414
1220	1.217813255
1221	1.217644858
1222	1.217529795
1223	1.217415363
1224	1.217271998
1225	1.217147622
1226	1.217082197
1227	1.216987637
1228	1.216900959
1229	1.216770025
1230	1.216668409
1231	1.216570609
1232	1.216488712
1233	1.216367806
1234	1.216280209
1235	1.216157094
1236	1.21607029
1237	1.215957199
1238	1.215834662
1239	1.215753498
1240	1.21567316
1241	1.215607609
1242	1.215560048
1243	1.215448945
1244	1.215380325
1245	1.215299827
1246	1.215241852
1247	1.215131121
1248	1.21504166
1249	1.214920756
1250	1.214834925
1251	1.214757566
1252	1.214632824
1253	1.21456359
1254	1.214477523
1255	1.21441608
1256	1.214356141
1257	1.214290801
1258	1.214203862
1259	1.214145871
1260	1.214044507
1261	1.213937554
1262	1.213827815
1263	1.213782899
1264	1.213591967
1265	1.213485421
1266	1.213448204
1267	1.213337248
1268	1.213284247
1269	1.213169268
1270	1.213040401
1271	1.212968302
1272	1.212888791
1273	1.212767498
1274	1.212650846
1275	1.212581067
1276	1.212509177
1277	1.212459064
1278	1.212352561
1279	1.212269727
1280	1.212197047
1281	1.21211968
1282	1.211907129
1283	1.211761302
1284	1.211670686
1285	1.211535895
1286	1.211429844
1287	1.211355459
1288	1.211314338
1289	1.211217634
1290	1.211155455
1291	1.211062932
1292	1.210921716
1293	1.210835211
1294	1.210746374
1295	1.210684134
1296	1.210615561
1297	1.210527679
1298	1.210423845
1299	1.210341335
1300	1.210270952
1301	1.210196934
1302	1.210084293
1303	1.209888233
1304	1.209801335
1305	1.209740088
1306	1.209667203
1307	1.209624636
1308	1.209535439
1309	1.209485658
1310	1.209414585
1311	1.209298999
1312	1.209232706
1313	1.209148249
1314	1.209047745
1315	1.208925797
1316	1.208872159
1317	1.20881289
1318	1.208681093
1319	1.208584651
1320	1.208527317
1321	1.208408232
1322	1.20832768
1323	1.208263979
1324	1.208206811
1325	1.208135518
1326	1.208044019
1327	1.207935904
1328	1.207792481
1329	1.20771962
1330	1.207628596
1331	1.207553695
1332	1.207499547
1333	1.207410579
1334	1.207336463
1335	1.207223138
1336	1.207124076
1337	1.207057811
1338	1.207014602
1339	1.20697338
1340	1.206914819
1341	1.20684119
1342	1.206745777
1343	1.206685396
1344	1.206609813
1345	1.206451636
1346	1.206400452
1347	1.20634467
1348	1.206243887
1349	1.206184946
1350	1.206117166
1351	1.206037951
1352	1.205978197
1353	1.205842123
1354	1.205789811
1355	1.205718943
1356	1.205638048
1357	1.20553074
1358	1.205410256
1359	1.205347943
1360	1.205310009
1361	1.205256174
1362	1.20516502
1363	1.205116017
1364	1.204998546
1365	1.204906352
1366	1.204836274
1367	1.204754025
1368	1.204676392
1369	1.204598991
1370	1.204531179
1371	1.204456133
1372	1.204414369
1373	1.204335577
1374	1.204252737
1375	1.204175939
1376	1.204133478
1377	1.204101787
1378	1.204013775
1379	1.203924485
1380	1.203868597
1381	1.203823605
1382	1.203766409
1383	1.203707192
1384	1.203632999
1385	1.203563075
1386	1.203474454
1387	1.203410237
1388	1.203331949
1389	1.203274861
1390	1.203229705
1391	1.203142103
1392	1.203053719
1393	1.202989692
1394	1.202924011
1395	1.202816716
1396	1.202757072
1397	1.202600293
1398	1.202522511
1399	1.202419513
1400	1.202341766
1401	1.202280278
1402	1.202155596
1403	1.202107471
1404	1.202061181
1405	1.201950309
1406	1.201880255
1407	1.201816582
1408	1.201711461
1409	1.201589565
1410	1.201492503
1411	1.201447249
1412	1.201393673
1413	1.201316497
1414	1.201179868
1415	1.201142135
1416	1.201083366
1417	1.201034781
1418	1.200988841
1419	1.200907923
1420	1.200776999
1421	1.200692521
1422	1.200591067
1423	1.200486054
1424	1.20044301
1425	1.200319459
1426	1.200245669
1427	1.200175739
1428	1.200004291
1429	1.199921294
1430	1.199855531
1431	1.199795717
1432	1.199719611
1433	1.199670983
1434	1.199608548
1435	1.19954954
1436	1.199486826
1437	1.19944199
1438	1.199387918
1439	1.199324871
1440	1.199270374
1441	1.199225664
1442	1.199107528
1443	1.198992978
1444	1.198851427
1445	1.198774826
1446	1.198715361
1447	1.198602035
1448	1.198541536
1449	1.198484363
1450	1.198399148
1451	1.198325974
1452	1.198272539
1453	1.198159714
1454	1.198110043
1455	1.198039467
1456	1.197958432
1457	1.197875186
1458	1.197811321
1459	1.197761407
1460	1.197666688
1461	1.197602758
1462	1.197525127
1463	1.197337523
1464	1.197260611
1465	1.19720045
1466	1.197142714
1467	1.197050141
1468	1.196950372
1469	1.19691257
1470	1.196849389
1471	1.196794964
1472	1.196753292
1473	1.196711999
1474	1.196650454
1475	1.196577821
1476	1.196499762
1477	1.196372305
1478	1.196268405
1479	1.196208576
1480	1.19613339
1481	1.196047077
1482	1.195994525
1483	1.195918238
1484	1.195836906
1485	1.19576309
1486	1.195681802
1487	1.195600739
1488	1.195518349
1489	1.195416617
1490	1.195333024
1491	1.195266205
1492	1.195160215
1493	1.195093278
1494	1.195036357
1495	1.194926593
1496	1.194825838
1497	1.19475382
1498	1.194715372
1499	1.194631497
1500	1.194555422
1501	1.194504048
1502	1.194340532
1503	1.194299745
1504	1.194222862
1505	1.194148007
1506	1.194082959
1507	1.194042049
1508	1.193977163
1509	1.193904833
1510	1.19386374
1511	1.193778559
1512	1.19370373
1513	1.193625608
1514	1.193543734
1515	1.193511926
1516	1.193458153
1517	1.193373212
1518	1.193323094
1519	1.193227709
1520	1.193152773
1521	1.193070999
1522	1.192968723
1523	1.192857877
1524	1.192759257
1525	1.192687013
1526	1.192632954
1527	1.192564217
1528	1.192486084
1529	1.192359715
1530	1.1922814
1531	1.192217758
1532	1.192153
1533	1.192077738
1534	1.192010114
1535	1.191921331
1536	1.191853714
1537	1.191740583
1538	1.191655487
1539	1.191611568
1540	1.191538885
1541	1.191462873
1542	1.191336766
1543	1.191268967
1544	1.191199554
1545	1.191134149
1546	1.191089517
1547	1.191027512
1548	1.190964781
1549	1.190921567
1550	1.190824964
1551	1.190778438
1552	1.190736992
1553	1.190621996
1554	1.190565473
1555	1.190467853
1556	1.190430446
1557	1.190365721
1558	1.190325871
1559	1.190275257
1560	1.190213633
1561	1.190148655
1562	1.190064301
1563	1.18999938
1564	1.189952581
1565	1.189861744
1566	1.189793648
1567	1.189755767
1568	1.189629968
1569	1.189573217
1570	1.189474874
1571	1.189455335
1572	1.18939642
1573	1.189322833
1574	1.189250624
1575	1.189158157
1576	1.189116158
1577	1.189062144
1578	1.189001233
1579	1.188948364
1580	1.188889558
1581	1.188845296
1582	1.188742867
1583	1.188694233
1584	1.18863114
1585	1.188562687
1586	1.188482131
1587	1.188419123
1588	1.188342419
1589	1.188303729
1590	1.188247261
1591	1.188189629
1592	1.188077911
1593	1.188002508
1594	1.187930474
1595	1.187858319
1596	1.187781489
1597	1.18768112
1598	1.187649882
1599	1.187618976
1600	1.187552436
1601	1.187454585
1602	1.187413945
1603	1.18736029
1604	1.187312624
1605	1.187207636
1606	1.187147576
1607	1.187093003
1608	1.18705905
1609	1.187010035
1610	1.186963875
1611	1.18690174
1612	1.186827556
1613	1.186781923
1614	1.1866947
1615	1.186590178
1616	1.186530539
1617	1.186441676
1618	1.186373919
1619	1.186302008
1620	1.186210887
1621	1.186127379
1622	1.186073344
1623	1.185996476
1624	1.185932136
1625	1.185886719
1626	1.185806364
1627	1.185744676
1628	1.185690567
1629	1.185631933
1630	1.185583738
1631	1.185509727
1632	1.185447869
1633	1.185362638
1634	1.185307076
1635	1.185252645
1636	1.185167044
1637	1.185118516
1638	1.185083143
1639	1.185018189
1640	1.184945141
1641	1.184891649
1642	1.1848257
1643	1.184746364
1644	1.184695672
1645	1.184595432
1646	1.184516304
1647	1.184465609
1648	1.184404863
1649	1.184298595
1650	1.184233527
1651	1.184169858
1652	1.184065932
1653	1.183998326
1654	1.183922492
1655	1.183897149
1656	1.183814607
1657	1.183711916
1658	1.183611091
1659	1.183570755
1660	1.18352989
1661	1.183452787
1662	1.183391918
1663	1.183330111
1664	1.183283921
