iter	RMSE
1665	1.183182191
1666	1.183111161
1667	1.183047604
1668	1.182938239
1669	1.182883611
1670	1.182801154
1671	1.18277182
1672	1.182699107
1673	1.182632784
1674	1.182581553
1675	1.18252724
1676	1.182382157
1677	1.182308596
1678	1.182224957
1679	1.182195861
1680	1.182140034
1681	1.182073111
1682	1.182004182
1683	1.181954214
1684	1.181890642
1685	1.181830909
1686	1.181776693
1687	1.181704868
1688	1.181662435
1689	1.181574261
1690	1.181543566
1691	1.181467255
1692	1.181394698
1693	1.181302642
1694	1.181249384
1695	1.181200592
1696	1.181135786
1697	1.181063943
1698	1.180990373
1699	1.180893447
1700	1.180828191
1701	1.18076137
1702	1.18068354
1703	1.180642959
1704	1.180591903
1705	1.180532351
1706	1.180456706
1707	1.180391314
1708	1.180323522
1709	1.18026065
1710	1.180167798
1711	1.180126344
1712	1.180068157
1713	1.179986019
1714	1.179906939
1715	1.179843518
1716	1.179753686
1717	1.179716079
1718	1.179644944
1719	1.179569699
1720	1.179513325
1721	1.179438292
1722	1.179385087
1723	1.179326497
1724	1.179270164
1725	1.179159909
1726	1.17912609
1727	1.17903574
1728	1.178943081
1729	1.17890497
1730	1.178851563
1731	1.178777633
1732	1.178736956
1733	1.178681246
1734	1.178622576
1735	1.178557852
1736	1.178455786
1737	1.178403227
1738	1.17833733
1739	1.178286719
1740	1.178221497
1741	1.178142302
1742	1.178042896
1743	1.178012007
1744	1.177950177
1745	1.17789587
1746	1.177817972
1747	1.177715852
1748	1.17766489
1749	1.177596459
1750	1.177543324
1751	1.177461235
1752	1.177398863
1753	1.17734398
1754	1.177270583
1755	1.177227077
1756	1.177171703
1757	1.177115119
1758	1.177046602
1759	1.176997059
1760	1.176937738
1761	1.176855181
1762	1.176816497
1763	1.176762447
1764	1.176667403
1765	1.176606892
1766	1.176528083
1767	1.17643223
1768	1.176375882
1769	1.17626044
1770	1.176154305
1771	1.176035187
1772	1.175938021
1773	1.175900215
1774	1.175867505
1775	1.175817155
1776	1.175758167
1777	1.175662784
1778	1.175567887
1779	1.175449683
1780	1.175422046
1781	1.175324228
1782	1.175223076
1783	1.17516511
1784	1.175115881
1785	1.175063457
1786	1.174975953
1787	1.174874825
1788	1.174806932
1789	1.174712538
1790	1.174636277
1791	1.174591614
1792	1.174515323
1793	1.174477645
1794	1.174416518
1795	1.174376223
1796	1.174292468
1797	1.174241396
1798	1.174179154
1799	1.174114594
1800	1.174046602
1801	1.173983658
1802	1.173908907
1803	1.173866434
1804	1.173797668
1805	1.173718735
1806	1.173672748
1807	1.173643219
1808	1.173595657
1809	1.173552136
1810	1.17350096
1811	1.173456038
1812	1.17340659
1813	1.173295103
1814	1.173232513
1815	1.173170366
1816	1.173130902
1817	1.173063509
1818	1.172992282
1819	1.172963979
1820	1.172908905
1821	1.172863991
1822	1.172821075
1823	1.172733171
1824	1.172688921
1825	1.172608386
1826	1.172524059
1827	1.172456286
1828	1.172420684
1829	1.172354258
1830	1.172282133
1831	1.17221376
1832	1.172180818
1833	1.172166866
1834	1.172103129
1835	1.172018446
1836	1.171948866
1837	1.171917588
1838	1.17186694
1839	1.171825924
1840	1.171721602
1841	1.171670082
1842	1.171603551
1843	1.171564711
1844	1.171507544
1845	1.171461971
1846	1.171402402
1847	1.171330817
1848	1.171264922
1849	1.17116424
1850	1.171132596
1851	1.171037306
1852	1.170951747
1853	1.170896172
1854	1.170851697
1855	1.170797673
1856	1.170718814
1857	1.170657599
1858	1.170597687
1859	1.17050511
1860	1.17044854
1861	1.170340043
1862	1.170273886
1863	1.170140943
1864	1.17008769
1865	1.17002285
1866	1.169970159
1867	1.169899145
1868	1.169831961
1869	1.169793196
1870	1.169735973
1871	1.169657019
1872	1.169621209
1873	1.169538527
1874	1.169473679
1875	1.169418754
1876	1.169358459
1877	1.169273255
1878	1.169201283
1879	1.169154634
1880	1.169095609
1881	1.169006092
1882	1.168967976
1883	1.168929501
1884	1.168844482
1885	1.16877003
1886	1.168679589
1887	1.168649508
1888	1.168620826
1889	1.168558243
1890	1.168483535
1891	1.168419955
1892	1.168373191
1893	1.168319589
1894	1.168279585
1895	1.16822796
1896	1.168177392
1897	1.168134021
1898	1.168072007
1899	1.168005749
1900	1.167970789
1901	1.167892442
1902	1.167783764
1903	1.167704682
1904	1.167625962
1905	1.167572914
1906	1.167478934
1907	1.16739741
1908	1.167317312
1909	1.16724493
1910	1.167187321
1911	1.167097876
1912	1.167006826
1913	1.166902692
1914	1.166821537
1915	1.166778834
1916	1.16673391
1917	1.166666928
1918	1.166587354
1919	1.166499728
1920	1.166396597
1921	1.166295652
1922	1.166230305
1923	1.166145794
1924	1.166112396
1925	1.166021833
1926	1.165952588
1927	1.16589413
1928	1.165841573
1929	1.16578032
1930	1.165715193
1931	1.165677978
1932	1.165610891
1933	1.165571917
1934	1.165524872
1935	1.165441021
1936	1.165333411
1937	1.165239194
1938	1.165167502
1939	1.165092679
1940	1.165010542
1941	1.164962039
1942	1.164863866
1943	1.164806082
1944	1.164746618
1945	1.164685986
1946	1.164618427
1947	1.16451717
1948	1.164448444
1949	1.16434227
1950	1.164309298
1951	1.164211906
1952	1.164159737
1953	1.164066273
1954	1.163970964
1955	1.163923715
1956	1.16387019
1957	1.163792606
1958	1.163682971
1959	1.163639849
1960	1.163609487
1961	1.163539143
1962	1.163494847
1963	1.16341035
1964	1.163358789
1965	1.163316965
1966	1.163228431
1967	1.163161704
1968	1.163099779
1969	1.163016723
1970	1.162968682
1971	1.16289673
1972	1.162843846
1973	1.162795318
1974	1.162736898
1975	1.162636516
1976	1.162531238
1977	1.162460798
1978	1.162383029
1979	1.162322634
1980	1.162307688
1981	1.162229457
1982	1.162192573
1983	1.162136578
1984	1.162064849
1985	1.161999957
1986	1.16190738
1987	1.161846814
1988	1.161780769
1989	1.161722669
1990	1.16165655
1991	1.16159683
1992	1.161525304
1993	1.161378724
1994	1.161306006
1995	1.161239253
1996	1.161179732
1997	1.161106805
1998	1.161034553
1999	1.160999989
2000	1.160943255
2001	1.160866927
2002	1.160800825
2003	1.160762825
2004	1.160706032
2005	1.160664237
2006	1.16060801
2007	1.160562876
2008	1.16050529
2009	1.160447994
2010	1.160364644
2011	1.160285909
2012	1.160205204
2013	1.160132725
2014	1.160091652
2015	1.160032042
2016	1.159924227
2017	1.159889357
2018	1.159758545
2019	1.159707129
2020	1.159653501
2021	1.159590413
2022	1.159485416
2023	1.159410979
2024	1.159339053
2025	1.159289897
2026	1.159190255
2027	1.159108825
2028	1.159035575
2029	1.15897492
2030	1.158933486
2031	1.158882344
2032	1.15880416
2033	1.158718757
2034	1.158669806
2035	1.158618585
2036	1.158557927
2037	1.158477275
2038	1.158411422
2039	1.15835638
2040	1.158283166
2041	1.158231839
2042	1.158115382
2043	1.158055847
2044	1.157994106
2045	1.157960426
2046	1.157895659
2047	1.15783294
2048	1.157752354
2049	1.157684245
2050	1.157652032
2051	1.157620489
2052	1.157536435
2053	1.157493218
2054	1.157400947
2055	1.157345453
2056	1.157283258
2057	1.157216575
2058	1.157129745
2059	1.157017134
2060	1.156959097
2061	1.156884443
2062	1.156834097
2063	1.156761555
2064	1.156662003
2065	1.15656805
2066	1.156471932
2067	1.156420135
2068	1.156324069
2069	1.156258855
2070	1.156157531
2071	1.156137389
2072	1.156080915
2073	1.156034182
2074	1.155922044
2075	1.155851731
2076	1.155742412
2077	1.155672869
2078	1.155588655
2079	1.155548378
2080	1.155468332
2081	1.155392895
2082	1.1553465
2083	1.155273414
2084	1.155204109
2085	1.155150793
2086	1.155063921
2087	1.154992017
2088	1.154915911
2089	1.154852203
2090	1.154765167
2091	1.154664448
2092	1.154625979
2093	1.154595228
2094	1.154521871
2095	1.154432261
2096	1.154361425
2097	1.154325302
2098	1.154271322
2099	1.154253369
2100	1.154163339
2101	1.15410852
2102	1.154055183
2103	1.154020429
2104	1.153973026
2105	1.153899309
2106	1.153846521
2107	1.153790257
2108	1.153726549
2109	1.153680663
2110	1.153636399
2111	1.153570783
2112	1.153514677
2113	1.153479613
2114	1.153373162
2115	1.153322054
2116	1.153261158
2117	1.153188597
2118	1.153114009
2119	1.153084116
2120	1.152993672
2121	1.152930617
2122	1.152855407
2123	1.152802453
2124	1.152713408
2125	1.152662701
2126	1.152611274
2127	1.152551431
2128	1.152472792
2129	1.152437231
2130	1.152375817
2131	1.152305731
2132	1.152265714
2133	1.15220872
2134	1.15212922
2135	1.152041406
2136	1.152007613
2137	1.151957149
2138	1.151862874
2139	1.151803756
2140	1.151747868
2141	1.151687579
2142	1.151611424
2143	1.151565834
2144	1.1514882
2145	1.151451678
2146	1.151366149
2147	1.15126941
2148	1.151155784
2149	1.151083238
2150	1.150957767
2151	1.150912896
2152	1.15084342
2153	1.150827923
2154	1.150763352
2155	1.150642184
2156	1.15063206
2157	1.150571274
2158	1.150521215
2159	1.150446318
2160	1.150370024
2161	1.150316016
2162	1.150259288
2163	1.150182461
2164	1.150115795
2165	1.15006241
2166	1.149954542
2167	1.14991688
2168	1.149883456
2169	1.149795048
2170	1.149692268
2171	1.149657108
2172	1.149642258
2173	1.149600839
2174	1.149546064
2175	1.149490442
2176	1.149415483
2177	1.149342613
2178	1.149279679
2179	1.149201449
2180	1.14912187
2181	1.149080959
2182	1.148949508
2183	1.148874066
2184	1.14881883
2185	1.148721191
2186	1.148671719
2187	1.148575127
2188	1.148514041
2189	1.148450689
2190	1.148395274
2191	1.148332601
2192	1.148269442
2193	1.148199019
2194	1.148188346
2195	1.148106077
2196	1.148007533
2197	1.147985445
2198	1.147887885
2199	1.147820394
2200	1.147736552
2201	1.147664609
2202	1.14760919
2203	1.1475476
2204	1.147483233
2205	1.147418408
2206	1.14731797
2207	1.147248399
2208	1.147195225
2209	1.147114488
2210	1.147044409
2211	1.146907903
2212	1.14684846
2213	1.146762605
2214	1.146706773
2215	1.146655728
2216	1.146639479
2217	1.146564257
2218	1.146505783
2219	1.14643623
2220	1.146382444
2221	1.146303984
2222	1.14623018
2223	1.146149558
2224	1.146062385
2225	1.146016377
2226	1.145935784
2227	1.145925353
2228	1.145840832
2229	1.145830591
2230	1.145759368
2231	1.145687058
2232	1.14563277
2233	1.145602834
2234	1.145507275
2235	1.145417695
2236	1.145380668
2237	1.145290601
2238	1.14524832
2239	1.145172631
2240	1.145115468
2241	1.145025842
2242	1.144961804
2243	1.144911533
2244	1.144833319
2245	1.144774795
2246	1.144692411
2247	1.144624771
2248	1.144575283
2249	1.144506035
2250	1.14442995
2251	1.144363608
2252	1.144304963
2253	1.144272409
2254	1.144227011
2255	1.144148716
2256	1.144079011
2257	1.144033338
2258	1.143956822
2259	1.143899832
2260	1.143816482
2261	1.143765948
2262	1.143716728
2263	1.143638964
2264	1.143545446
2265	1.143499036
2266	1.143442248
2267	1.143380881
2268	1.143361308
2269	1.143281718
2270	1.143231318
2271	1.14317311
2272	1.143117123
2273	1.143049079
2274	1.143002116
2275	1.142936593
2276	1.142878129
2277	1.142824568
2278	1.142744382
2279	1.142679451
2280	1.142613793
2281	1.142544855
2282	1.14249599
2283	1.142433086
2284	1.14237946
2285	1.142304781
2286	1.142238905
2287	1.14216661
2288	1.142119251
2289	1.142058556
2290	1.142001271
2291	1.141928264
2292	1.141889923
2293	1.141830096
2294	1.141764598
2295	1.141703868
2296	1.141643612
2297	1.14162467
2298	1.141604156
2299	1.141516801
2300	1.141463305
2301	1.141421595
2302	1.141346134
2303	1.141280861
2304	1.141160443
2305	1.141097734
2306	1.141033283
2307	1.140971509
2308	1.14091616
2309	1.140827829
2310	1.140742232
2311	1.140677661
2312	1.14060007
2313	1.140536552
2314	1.140426419
2315	1.140370674
2316	1.140321245
2317	1.140283184
2318	1.140215907
2319	1.14013537
2320	1.140067563
2321	1.140032509
2322	1.140016973
2323	1.139952914
2324	1.139913061
2325	1.139843962
2326	1.139770166
2327	1.139724218
2328	1.139648248
2329	1.139567278
2330	1.139526941
2331	1.139459497
2332	1.139406826
2333	1.13936869
2334	1.139321354
2335	1.139214807
2336	1.139135418
2337	1.13906443
2338	1.139013051
2339	1.138959208
2340	1.138918647
2341	1.138827575
2342	1.13879807
2343	1.138729949
2344	1.138683838
2345	1.138633781
2346	1.138616648
2347	1.138522262
2348	1.13845687
2349	1.138378691
2350	1.138341216
2351	1.138284773
2352	1.138213863
2353	1.138154901
2354	1.138087471
2355	1.138046302
2356	1.137964272
2357	1.13789315
2358	1.137839853
2359	1.137823904
2360	1.137788358
2361	1.137750004
2362	1.137732712
2363	1.137691433
2364	1.137634591
2365	1.137589936
2366	1.137532726
2367	1.137421561
2368	1.137384399
2369	1.137370384
2370	1.137309939
2371	1.137233941
2372	1.137216309
2373	1.137146601
2374	1.137129654
2375	1.137065915
2376	1.137048519
2377	1.136988116
2378	1.136922798
2379	1.136876929
2380	1.136816739
2381	1.136750733
2382	1.136687317
2383	1.136639182
2384	1.136568564
2385	1.136515117
2386	1.136479167
2387	1.136435231
2388	1.136389656
2389	1.136331618
2390	1.13627776
2391	1.136231359
2392	1.136195967
2393	1.136136285
2394	1.136079482
2395	1.136033727
2396	1.136026849
2397	1.136000079
2398	1.135904943
2399	1.135897909
2400	1.135824731
2401	1.135773646
2402	1.135716772
2403	1.135650836
2404	1.135613989
2405	1.135569439
2406	1.135518828
2407	1.135463872
2408	1.13545342
2409	1.135436141
2410	1.135385983
2411	1.13533845
2412	1.135281924
2413	1.135190516
2414	1.135168174
2415	1.135090376
2416	1.135038317
2417	1.134999634
2418	1.134897887
2419	1.134856305
2420	1.134765339
2421	1.134695704
2422	1.134634018
2423	1.134587271
2424	1.134515895
2425	1.134450729
2426	1.134417047
2427	1.134322468
2428	1.13425948
2429	1.134202197
2430	1.134140046
2431	1.134062939
2432	1.134026352
2433	1.133958542
2434	1.133908963
2435	1.13387252
2436	1.133818429
2437	1.133712075
2438	1.13366328
2439	1.133600366
2440	1.133560657
2441	1.133469794
2442	1.133394103
2443	1.133341792
2444	1.133335012
2445	1.133266183
2446	1.133243404
2447	1.133209007
2448	1.133172856
2449	1.133070618
2450	1.133003825
2451	1.132932078
2452	1.132869528
2453	1.132766811
2454	1.132699977
2455	1.132683102
2456	1.13263308
2457	1.132605197
2458	1.132530469
2459	1.13251969
2460	1.132459236
2461	1.132390152
2462	1.132321969
2463	1.132246193
2464	1.132210309
2465	1.13216188
2466	1.132119441
2467	1.13207233
2468	1.132020902
2469	1.131934986
2470	1.131873137
2471	1.131797322
2472	1.131751747
2473	1.131692967
2474	1.131662815
2475	1.131596907
2476	1.131498533
2477	1.131490502
2478	1.131406346
2479	1.131318104
2480	1.131263517
2481	1.131227937
2482	1.131147757
2483	1.131136204
2484	1.131044632
2485	1.130949943
2486	1.130937771
2487	1.130834397
2488	1.130780109
2489	1.130748054
2490	1.130659652
2491	1.130597634
2492	1.130527926
2493	1.1304776
2494	1.130416113
2495	1.130320009
2496	1.130261624
2497	1.130187842
2498	1.130128565
2499	1.130052995
2500	1.129976696
2501	1.129960898
2502	1.129904872
2503	1.129853945
2504	1.129780922
2505	1.129738151
2506	1.129703285
2507	1.129627768
2508	1.129597583
2509	1.129535986
2510	1.129488502
2511	1.129440954
2512	1.129417218
2513	1.12938883
2514	1.129332778
2515	1.129296892
2516	1.12924222
2517	1.129194302
2518	1.129151037
2519	1.129106168
2520	1.129044531
2521	1.128990023
2522	1.128975172
2523	1.128927158
2524	1.128851208
2525	1.128773958
2526	1.128680689
2527	1.1286162
2528	1.128573685
2529	1.128501004
2530	1.128412606
2531	1.12839601
2532	1.128342522
2533	1.128284019
2534	1.128224722
2535	1.128156224
2536	1.128098962
2537	1.128063879
2538	1.128009681
2539	1.127913551
2540	1.127899482
2541	1.127865966
2542	1.127808484
2543	1.127792042
2544	1.127723605
2545	1.127658
2546	1.12758106
2547	1.127532846
2548	1.127485136
2549	1.127439643
2550	1.127377005
2551	1.127305753
2552	1.127292527
2553	1.127264087
2554	1.127195902
2555	1.127142073
2556	1.127094047
2557	1.12703052
2558	1.12697462
2559	1.126917636
2560	1.126902506
2561	1.126895637
2562	1.12684293
2563	1.126782711
2564	1.126747848
2565	1.126686606
2566	1.126620799
2567	1.126555524
2568	1.126476737
2569	1.126443213
2570	1.126392395
2571	1.126322707
2572	1.126280242
2573	1.126230016
2574	1.126215275
2575	1.126157525
2576	1.126071847
2577	1.126037101
2578	1.126006806
2579	1.125944616
2580	1.1258981
2581	1.125880512
2582	1.125814951
2583	1.125760958
2584	1.125746406
2585	1.125681541
2586	1.125626066
2587	1.125619053
2588	1.125607249
2589	1.125549311
2590	1.125502984
2591	1.125454063
2592	1.1253802
2593	1.125373174
2594	1.125286058
2595	1.125210166
2596	1.125152744
2597	1.125142869
2598	1.125061144
2599	1.125026576
2600	1.124946852
2601	1.124908412
2602	1.12487601
2603	1.124807783
2604	1.124730382
2605	1.12469356
2606	1.124681038
2607	1.124600845
2608	1.124554785
2609	1.124493386
2610	1.124448488
2611	1.124395858
2612	1.124342603
2613	1.124275137
2614	1.124188026
2615	1.124116172
2616	1.12406311
2617	1.124036207
2618	1.123958684
2619	1.123884826
2620	1.123843229
2621	1.123835073
2622	1.12375123
2623	1.123690581
2624	1.123604431
2625	1.12356209
2626	1.123477976
2627	1.123451129
2628	1.123410522
2629	1.12337193
2630	1.123298294
2631	1.123282109
2632	1.123193537
2633	1.123101611
2634	1.123074946
2635	1.123027627
2636	1.122949526
2637	1.122892773
2638	1.122822672
2639	1.122740818
2640	1.122694485
2641	1.12267184
2642	1.12257852
2643	1.122499028
2644	1.122479311
2645	1.12241807
2646	1.122323463
2647	1.12226126
2648	1.122217286
2649	1.122150795
2650	1.122075439
2651	1.122019547
2652	1.122002127
2653	1.12199003
2654	1.121947341
2655	1.121854353
2656	1.121794815
2657	1.121762544
2658	1.121666465
2659	1.121612202
2660	1.121578163
2661	1.121503681
2662	1.121451345
2663	1.12140666
2664	1.121350366
2665	1.121305413
2666	1.121271439
2667	1.121197912
2668	1.121171997
2669	1.121132323
2670	1.121074819
2671	1.121035084
2672	1.121002722
2673	1.120933976
2674	1.120851476
2675	1.120835663
2676	1.120758904
2677	1.120718005
2678	1.120699598
2679	1.120621737
2680	1.120585365
2681	1.120537924
2682	1.120496305
2683	1.120406745
2684	1.120328984
2685	1.120313259
2686	1.120279454
2687	1.120244058
2688	1.120172941
2689	1.120141482
2690	1.12010373
2691	1.120030918
2692	1.119964711
2693	1.119951704
2694	1.119878872
2695	1.119844184
2696	1.119833953
2697	1.119794003
2698	1.119778213
2699	1.119744632
2700	1.119715054
2701	1.119631785
2702	1.119540686
2703	1.119467835
2704	1.119413439
2705	1.119365972
2706	1.11933927
2707	1.119247159
2708	1.11917913
2709	1.119091516
2710	1.119026945
2711	1.118979143
2712	1.118891345
2713	1.118882419
2714	1.118849171
2715	1.11878168
2716	1.118702512
2717	1.118691013
2718	1.118632737
2719	1.118591211
2720	1.118557274
2721	1.118529861
2722	1.118464066
2723	1.118423498
2724	1.118380947
2725	1.118366614
2726	1.118324069
2727	1.118288576
2728	1.118185456
2729	1.118084571
2730	1.11801492
2731	1.117908831
2732	1.117859137
2733	1.117787723
2734	1.117761733
2735	1.117740157
2736	1.117696923
2737	1.117671681
2738	1.117589842
2739	1.117564104
2740	1.117503997
2741	1.117431531
2742	1.117403656
2743	1.117347722
2744	1.117267011
2745	1.117257644
2746	1.117222087
2747	1.117173365
2748	1.117128992
2749	1.117071411
2750	1.117045498
2751	1.116981641
2752	1.11692029
2753	1.116878374
2754	1.116804996
2755	1.116746102
2756	1.116726353
2757	1.11664127
2758	1.116630021
2759	1.116570049
2760	1.116525494
2761	1.116440293
2762	1.116359558
2763	1.116342564
2764	1.116287657
2765	1.116222032
2766	1.116155585
2767	1.116139922
2768	1.116114363
2769	1.116099932
2770	1.116069693
2771	1.116025282
2772	1.115988958
2773	1.115900326
2774	1.115834836
2775	1.115759131
2776	1.115697252
2777	1.115663875
2778	1.115627028
2779	1.115565879
2780	1.115546901
2781	1.115494749
2782	1.115432832
2783	1.115381877
2784	1.115366297
2785	1.115324341
2786	1.115287701
2787	1.115215767
2788	1.115161461
2789	1.115136196
2790	1.115072615
2791	1.114996685
2792	1.114960426
2793	1.114876903
2794	1.114844731
2795	1.11477318
2796	1.114716578
2797	1.114660775
2798	1.114620257
2799	1.114546997
2800	1.114464607
2801	1.114417807
2802	1.114354871
2803	1.114304875
2804	1.114267656
2805	1.114190145
2806	1.114129297
2807	1.114112634
2808	1.114048059
2809	1.114016036
2810	1.113984124
2811	1.113891958
2812	1.113880468
2813	1.113798663
2814	1.113756776
2815	1.113678627
2816	1.113631348
2817	1.113606373
2818	1.113581468
2819	1.113565486
2820	1.113533586
2821	1.113494807
2822	1.113450546
2823	1.113427748
2824	1.113408611
2825	1.113342234
2826	1.11332316
2827	1.11324036
2828	1.113203215
2829	1.113124024
2830	1.113048259
2831	1.11298909
2832	1.112922054
2833	1.112870574
2834	1.112839131
2835	1.112805436
2836	1.11276996
2837	1.112707647
2838	1.11265789
2839	1.112600104
2840	1.112562268
2841	1.112498161
2842	1.112429041
2843	1.112380636
2844	1.112314864
2845	1.112267435
2846	1.112227328
2847	1.112152194
2848	1.112120986
2849	1.112073874
2850	1.112059927
2851	1.11202882
2852	1.112000251
2853	1.111894125
2854	1.111877511
2855	1.11184509
2856	1.111832134
2857	1.111754257
2858	1.111729901
2859	1.111653311
2860	1.111616137
2861	1.11154953
2862	1.111525228
2863	1.111452669
2864	1.111399323
2865	1.11133266
2866	1.111298436
2867	1.111243572
2868	1.111154564
2869	1.111087292
2870	1.111044459
2871	1.111020304
2872	1.110983413
2873	1.110922566
2874	1.110871645
2875	1.110799045
2876	1.110740503
2877	1.110649258
2878	1.110579179
2879	1.110550805
2880	1.1104758
2881	1.110433963
2882	1.110408749
2883	1.110384702
2884	1.110354218
2885	1.110330148
2886	1.110267944
2887	1.11022938
2888	1.11018805
2889	1.110107283
2890	1.110035709
2891	1.109979025
2892	1.109941583
2893	1.109870575
2894	1.109840304
2895	1.109789899
2896	1.109745965
2897	1.109734733
2898	1.10967677
2899	1.10966225
2900	1.109625342
2901	1.109537178
2902	1.10948608
2903	1.109414312
2904	1.109358786
2905	1.109337217
2906	1.109263316
2907	1.109209854
2908	1.109179718
2909	1.109075519
2910	1.109018889
2911	1.108960629
2912	1.108911474
2913	1.108827226
2914	1.108782344
2915	1.108694871
2916	1.108639645
2917	1.108583459
2918	1.108525471
2919	1.108501763
2920	1.108443421
2921	1.108361219
2922	1.108293495
2923	1.108246447
2924	1.108233365
2925	1.108180798
2926	1.108155408
2927	1.108106093
2928	1.10805289
2929	1.10799599
2930	1.107971708
2931	1.107902523
2932	1.107862481
2933	1.107807564
2934	1.107789008
2935	1.107765413
2936	1.10774228
2937	1.107656813
2938	1.10759756
2939	1.107567601
2940	1.107512858
2941	1.107453806
2942	1.1073881
2943	1.107308376
2944	1.107238162
2945	1.107165282
2946	1.107123098
2947	1.10705033
2948	1.106988266
2949	1.106972772
2950	1.106927221
2951	1.106831861
2952	1.106745502
2953	1.106665402
2954	1.106642143
2955	1.106592074
2956	1.106508976
2957	1.10645227
2958	1.106401614
2959	1.106345561
2960	1.106287604
2961	1.106251146
2962	1.106208332
2963	1.106112164
2964	1.106036984
2965	1.106021446
2966	1.105970133
2967	1.105937787
2968	1.105914205
2969	1.105835489
2970	1.105778726
2971	1.105741311
2972	1.105690309
2973	1.105618802
2974	1.105563156
2975	1.105530965
2976	1.10549667
2977	1.105444045
2978	1.105414532
2979	1.105362693
2980	1.105274091
2981	1.105213789
2982	1.105154161
2983	1.105113253
2984	1.105074146
2985	1.105042035
2986	1.105023919
2987	1.105010643
2988	1.104935716
2989	1.104903701
2990	1.104854395
2991	1.104805607
2992	1.104739025
2993	1.104677552
2994	1.104619797
2995	1.104586597
2996	1.104536935
2997	1.104504027
2998	1.104438445
2999	1.104399833
3000	1.104309978
3001	1.104210983
3002	1.104136388
3003	1.104082091
3004	1.104064727
3005	1.104050587
3006	1.103973834
3007	1.103942916
3008	1.103888496
3009	1.1038016
3010	1.103738915
3011	1.103681611
3012	1.103600179
3013	1.103547604
3014	1.103495185
3015	1.103485986
3016	1.103414266
3017	1.103365533
3018	1.103299752
3019	1.103257066
3020	1.103242255
3021	1.103203851
3022	1.103141956
3023	1.103123686
3024	1.10306453
3025	1.103020693
3026	1.102959503
3027	1.102910204
3028	1.10285352
3029	1.102795254
3030	1.102777217
3031	1.102747963
3032	1.102676203
3033	1.102638387
3034	1.102577691
3035	1.102548541
3036	1.10251949
3037	1.102472175
3038	1.102431521
3039	1.102416839
3040	1.102380477
3041	1.10235613
3042	1.102333575
3043	1.102256928
3044	1.102234031
3045	1.102126496
3046	1.102103665
3047	1.10202802
3048	1.101960245
3049	1.101896016
3050	1.101809077
3051	1.10174335
3052	1.101692972
3053	1.101659587
3054	1.101592457
3055	1.101515195
3056	1.101506165
3057	1.101461626
3058	1.10141328
3059	1.101381904
3060	1.101305954
3061	1.101265902
3062	1.101257657
3063	1.101241288
3064	1.101207872
3065	1.101192688
3066	1.101131396
3067	1.101069177
3068	1.100992383
3069	1.10098617
3070	1.100919954
3071	1.100882048
3072	1.100839851
3073	1.100806003
3074	1.100763613
3075	1.100718393
3076	1.100661626
3077	1.100617113
3078	1.100606923
3079	1.100584332
3080	1.100533415
3081	1.100518244
3082	1.100497173
3083	1.100484179
3084	1.100437799
3085	1.100379974
3086	1.100338389
3087	1.100315522
3088	1.10023911
3089	1.100182211
3090	1.100117938
3091	1.10009552
3092	1.100042001
3093	1.099984394
3094	1.099893134
3095	1.09983483
3096	1.099810931
3097	1.099792911
3098	1.099713049
3099	1.099690444
3100	1.099638564
3101	1.099597684
3102	1.099530228
3103	1.099472077
3104	1.09942149
3105	1.09933994
3106	1.099331134
3107	1.099286854
3108	1.099258412
3109	1.099150512
3110	1.099113729
3111	1.099087775
3112	1.099043028
3113	1.098953986
3114	1.098939944
3115	1.098920656
3116	1.098845133
3117	1.098812452
3118	1.09872058
3119	1.098650232
3120	1.098603048
3121	1.098544579
3122	1.098488436
3123	1.098402495
3124	1.098373906
3125	1.098351571
3126	1.098311094
3127	1.098235288
3128	1.098180882
3129	1.098123003
3130	1.098086456
3131	1.098019936
3132	1.097946196
3133	1.097908736
3134	1.097889386
3135	1.097858289
3136	1.097844277
3137	1.097828596
3138	1.097753416
3139	1.09768317
3140	1.097628679
3141	1.097588785
3142	1.097542088
3143	1.097487462
3144	1.097434715
3145	1.097397182
3146	1.097312448
3147	1.097279332
3148	1.097241571
3149	1.097166255
3150	1.097128555
3151	1.097094983
3152	1.097031668
3153	1.097007746
3154	1.096973645
3155	1.096945654
3156	1.096869039
3157	1.096811814
3158	1.09676398
3159	1.096705453
3160	1.096690967
3161	1.096649371
3162	1.096607726
3163	1.096590663
3164	1.0965518
3165	1.096484048
3166	1.09640552
3167	1.096339307
3168	1.096298834
3169	1.09625874
3170	1.096188662
3171	1.096134943
3172	1.096091245
3173	1.096002352
3174	1.095962021
3175	1.095927306
3176	1.095854335
3177	1.095844512
3178	1.095795356
3179	1.095752797
3180	1.095724982
3181	1.095695504
3182	1.095637489
3183	1.09560976
3184	1.095551452
3185	1.095493743
3186	1.095445206
3187	1.095388468
3188	1.095329676
3189	1.095283062
3190	1.095251082
3191	1.095238698
3192	1.095182672
3193	1.095112118
3194	1.095019622
3195	1.094980834
3196	1.094924984
3197	1.094899763
3198	1.094823559
3199	1.094774199
3200	1.094697513
3201	1.094666575
3202	1.094634947
3203	1.094577536
3204	1.094515178
3205	1.094462687
3206	1.094394749
3207	1.094317668
3208	1.094263598
3209	1.094220739
3210	1.094146805
3211	1.094089721
3212	1.09406114
3213	1.094039174
3214	1.094008462
3215	1.0939666
3216	1.093951755
3217	1.093926299
3218	1.093893421
